title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,1987,3.52,25,5470,76,20272,482,science fiction
What Got You Here Won`t Get You There: How Successful People Become Even More Successful,"Marshall Goldsmith, Mark Reiter",2007,3.94,4,5471,45,15974,513,business
"The Walk (The Walk, #1)",Richard Paul Evans,2010,4.12,11,5472,30,17509,2280,fiction
"Afterlife (Evernight, #4)",Claudia Gray,2011,3.8,18,5473,36,24924,1174,young adult
Slam,Nick Hornby,2007,3.27,11,5474,78,20196,1993,fiction
"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,2013,4.15,10,5475,23,30080,3006,fantasy
The Crossover,Kwame Alexander,2014,4.22,11,5476,13,22935,4063,fiction
"Edensor (Tetralogi Laskar Pelangi, #3)",Andrea Hirata,2007,4.06,11,5477,7,12259,939,fiction
The Line of Beauty,Alan Hollinghurst,2004,3.7,11,5478,51,17760,1055,fiction
The Rose Garden,Susanna Kearsley,2011,4.01,11,5479,25,22807,2549,fiction
Monster,Frank E. Peretti,2005,3.8,11,5480,27,18394,670,fiction
"The English Assassin (Gabriel Allon, #2)",Daniel Silva,2002,4.12,28,5481,43,20653,926,thriller
Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,2006,3.85,16,5482,16,15445,805,nonfiction
The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,1966,4.11,4,5483,62,17223,378,business
"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014,3.9,6,5484,15,26372,2925,comics
Innocence,Dean Koontz,2013,3.69,11,5485,35,18105,2134,fiction
"Dark of the Moon (Virgil Flowers, #1)",John Sandford,2004,4,15,5486,33,20863,982,mystery
The Law of Attraction: The Basics of the Teachings of Abraham,"Esther Hicks, Jerry Hicks",2006,4.15,16,5487,29,14176,326,nonfiction
"In The Afterlight (The Darkest Minds, #3)",Alexandra Bracken,2014,4.36,18,5488,31,28011,3660,young adult
"Goddess Interrupted (Goddess Test, #2)",Aimee Carter,2012,4.02,18,5489,25,27356,2107,young adult
"Lucinda`s Secret (The Spiderwick Chronicles, #3)","Holly Black, Tony DiTerlizzi",2003,3.87,18,5490,55,26401,760,young adult
"Henry Huggins (Henry Huggins, #1)","Beverly Cleary, Tracy Dockray",1950,3.97,11,5491,47,22618,496,fiction
Bedtime for Frances,"Russell Hoban, Garth Williams",1960,4.14,11,5492,26,23104,246,fiction
Totto-chan: The Little Girl at the Window,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981,4.3,16,5493,57,16214,1638,nonfiction
"Half the World (Shattered Sea, #2)",Joe Abercrombie,2015,4.2,10,5494,42,18888,1719,fantasy
When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,2000,4.16,4,5495,17,16476,460,business
Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,1986,4.17,16,5496,34,20838,1416,nonfiction
"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan,2002,4.17,18,5497,64,21033,433,young adult
"City of Golden Shadow (Otherland, #1)",Tad Williams,1996,3.9,10,5498,26,20816,705,fantasy
"An Ice Cold Grave (Harper Connelly, #3)",Charlaine Harris,2007,3.95,15,5499,33,28828,1298,mystery
Jacob Have I Loved,Katherine Paterson,1980,3.64,11,5500,52,26710,1641,fiction
The Postcard Killers,"James Patterson, Liza Marklund",2010,3.78,15,5501,63,21176,1789,mystery
"Kamisama Kiss, Vol. 1","Julietta Suzuki, Tomo Kimura",2008,4.38,20,5502,10,20727,303,manga
"Maybe Not (Maybe, #1.5)",Colleen Hoover,2014,4.14,17,5503,15,27105,3030,romance
"Black Water (Pendragon, #5)",D.J. MacHale,2004,4.16,10,5504,31,20300,388,fantasy
Embassytown,China Miéville,2011,3.86,25,5506,49,20516,2519,science fiction
By the Light of the Moon,Dean Koontz,2002,3.84,31,5507,44,20189,643,horror
The Far Side Gallery,Gary Larson,1984,4.42,6,5510,8,20119,165,comics
"The Eternity Cure (Blood of Eden, #2)",Julie Kagawa,2013,4.26,10,5511,30,29341,3086,fantasy
"Holiday in Death (In Death, #7)",J.D. Robb,1998,4.31,15,5512,63,27473,808,mystery
"Thief (Love Me with Lies, #3)",Tarryn Fisher,2013,4.4,17,5513,8,28779,3489,romance
Between a Rock and a Hard Place,Aron Ralston,2004,3.82,16,5514,59,17038,1659,nonfiction
"Legend (The Drenai Saga, #1)",David Gemmell,1984,4.25,10,5515,55,20520,872,fantasy
"Three Times Lucky (Tupelo Landing, #1)",Sheila Turnage,2012,4.01,15,5516,16,18300,2191,mystery
"Every Boy`s Got One (Boy, #3)",Meg Cabot,2004,3.77,17,5517,27,21653,911,romance
Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1987,4.2,9,5518,17,18261,449,crime
The Guest Room,Chris Bohjalian,2016,3.68,11,5519,18,18581,2635,fiction
All My Friends Are Dead,"Avery Monsen, Jory John",2010,4.24,13,5520,11,20096,1216,humor
"The Six Sacred Stones (Jack West Jr, #2)",Matthew Reilly,2007,4.16,1,5521,42,18401,492,action
"Rising Tides (Chesapeake Bay Saga, #2)",Nora Roberts,1998,4.16,17,5522,64,25313,536,romance
"Bleach, Volume 15",Tite Kubo,2004,4.41,20,5523,19,17168,62,manga
Cash,"Johnny Cash, Patrick   Carr",1997,4.08,3,5524,22,15993,592,biography
A Stranger In The Mirror,Sidney Sheldon,1976,3.61,11,5525,74,16639,330,fiction
Flush,Carl Hiaasen,2005,3.86,11,5526,38,21766,2067,fiction
"The Watchman (Elvis Cole, #11; Joe Pike, #1)",Robert Crais,2007,4.1,15,5528,55,19181,884,mystery
Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,2012,4.04,22,5529,47,18506,1578,philosophy
"From Ashes (From Ashes, #1)",Molly McAdams,2012,4.13,17,5530,6,26167,1591,romance
Free Will,Sam Harris,2012,3.83,16,5531,13,16913,1193,nonfiction
This Is Where It Ends,Marieke Nijkamp,2016,3.63,18,5532,26,27137,4929,young adult
"Stray (Shifters, #1)",Rachel Vincent,2007,3.79,10,5533,30,30462,1861,fantasy
A Summer Affair,Elin Hilderbrand,2008,3.66,11,5534,30,20406,1194,fiction
Liar & Spy,Rebecca Stead,2012,3.81,11,5535,25,20582,2256,fiction
"Mariel of Redwall (Redwall, #4)","Brian Jacques, Gary Chalk",1991,3.96,10,5536,34,22564,309,fantasy
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,2002,4.07,16,5537,36,16429,643,nonfiction
The Dreaming Void,Peter F. Hamilton,2007,4.18,25,5538,40,18640,725,science fiction
"Being Nikki (Airhead, #2)",Meg Cabot,2009,3.87,18,5539,33,26565,1017,young adult
"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix,2001,4.05,18,5541,15,23909,1194,young adult
"Thirst No. 3: The Eternal Dawn (Thirst, #3)",Christopher Pike,2010,4.14,18,5542,7,17534,395,young adult
Addicted,Zane,1998,4.26,11,5543,24,15180,940,fiction
"Article 5 (Article 5, #1)",Kristen Simmons,2012,3.78,18,5544,17,24996,2552,young adult
"And the Band Played On: Politics, People, and the AIDS Epidemic","Randy Shilts, William Greider",1987,4.37,16,5545,29,17953,952,nonfiction
"Found in You (Fixed, #2)",Laurelin Paige,2013,4.27,17,5546,19,29262,1456,romance
"Midnight Rising (Midnight Breed, #4)",Lara Adrian,2008,4.23,17,5547,37,28662,854,romance
"Kisscut (Grant County, #2)",Karin Slaughter,2002,4.12,15,5548,73,22250,1011,mystery
It Chooses You,"Miranda July, Brigitte Sire",2011,3.88,16,5549,13,16375,492,nonfiction
Last Exit to Brooklyn,"Hubert Selby Jr., Gilbert Sorrentino",1964,3.94,11,5550,68,17573,968,fiction
The Feast of the Goat,"Mario Vargas Llosa, Edith Grossman",2000,4.22,11,5551,113,17158,1354,fiction
"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",Jordan Sonnenblick,2004,4.25,11,5552,36,20877,2616,fiction
The First Bad Man,Miranda July,2015,3.58,11,5553,34,17298,2417,fiction
"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",Tad Williams,1993,4.19,10,5554,35,19413,196,fantasy
"Jet (Marked Men, #2)",Jay Crownover,2013,4.09,17,5555,26,33587,2153,romance
The Sea,John Banville,2005,3.49,11,5556,81,18999,1882,fiction
Invisible,"James Patterson, David Ellis",2014,4.05,15,5557,39,18967,2006,mystery
Mr. Murder,Dean Koontz,1993,3.72,28,5558,50,20738,479,thriller
"Changeless (Parasol Protectorate, #2)",Gail Carriger,2010,4,10,5559,36,33464,3342,fantasy
The Magic of Recluce (The Saga of Recluce #1),L.E. Modesitt Jr.,1991,3.84,10,5560,23,19809,469,fantasy
"The Bastard (Kent Family Chronicles, #1)",John Jakes,1974,4.09,11,5561,38,19152,382,fiction
"The Last Policeman (The Last Policeman, #1)",Ben H. Winters,2012,3.76,15,5562,31,18664,2555,mystery
Thunderhead,"Douglas Preston, Lincoln Child",1999,4.09,28,5564,55,20863,591,thriller
"Allies of the Night (Cirque du Freak, #8)",Darren Shan,2002,4.19,10,5565,57,20295,404,fantasy
"Dragon Bound (Elder Races, #1)",Thea Harrison,2011,4.13,17,5566,24,32622,2459,romance
The Colorado Kid (Hard Case Crime #13),Stephen King,2005,3.28,15,5568,57,22522,1847,mystery
Darkness,John Saul,1991,3.92,31,5570,2,17460,127,horror
The Pursuit of Holiness,"Jerry Bridges, Foster W. Cline, Jim Fay",1978,4.28,16,5571,27,14915,306,nonfiction
"Again the Magic (Wallflowers, #0)",Lisa Kleypas,2004,4.05,17,5572,36,26425,1143,romance
Low Country,Anne Rivers Siddons,1998,3.96,11,5573,25,16586,166,fiction
Revolution,Jennifer Donnelly,2010,4.02,11,5574,33,24843,3765,fiction
Halo: The Fall of Reach,Eric S. Nylund,2001,4.25,25,5575,39,16539,907,science fiction
"Ever After (The Hollows, #11)",Kim Harrison,2013,4.45,10,5576,15,26031,1997,fantasy
Audrey Rose,Frank De Felitta,1975,3.86,31,5577,25,17888,136,horror
The Nix,Nathan  Hill,2016,4.12,11,5578,34,25260,4050,fiction
"Vanish (Firelight, #2)",Sophie Jordan,2011,3.95,10,5579,39,27520,2028,fantasy
The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,1989,4.66,6,5580,15,18840,187,comics
"Drowned Wednesday (The Keys to the Kingdom, #3)",Garth Nix,2004,3.85,10,5582,31,22243,385,fantasy
Saving Francesca,Melina Marchetta,2003,3.97,7,5583,45,27392,2815,contemporary
"Avoiding Commitment (Avoiding, #1)",K.A. Linde,2012,3.85,17,5584,9,29510,2452,romance
"Confessions of a Murder Suspect (Confessions, #1)","James Patterson, Maxine Paetro",2012,3.89,15,5585,37,22686,2335,mystery
"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)","Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,4.21,6,5586,13,21255,402,comics
Skeletons at the Feast,Chris Bohjalian,2008,3.99,11,5587,22,20246,2202,fiction
"L is for Lawless (Kinsey Millhone, #12)",Sue Grafton,1994,3.91,15,5588,57,23757,529,mystery
Milkweed,Jerry Spinelli,2003,4,11,5589,36,20592,1966,fiction
If You Give a Pig a Party,"Laura Joffe Numeroff, Felicia Bond",2000,4.22,11,5590,8,18394,279,fiction
"Virtual Light (Bridge, #1)",William Gibson,1993,3.84,25,5591,52,18445,432,science fiction
American on Purpose: The Improbable Adventures of an Unlikely Patriot,Craig Ferguson,2009,3.96,16,5592,21,18429,1345,nonfiction
Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox,2008,3.82,16,5593,41,18002,1389,nonfiction
"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",Sarah MacLean,2010,4.08,17,5594,33,29839,2275,romance
The Lifeboat,Charlotte Rogan,2012,3.2,11,5595,47,20594,3402,fiction
"The Jewel (The Lone City, #1)",Amy Ewing,2014,3.86,18,5597,34,25469,3473,young adult
"The Fire Within (The Last Dragon Chronicles, #1)",Chris d`Lacey,2001,3.76,10,5598,19,23309,1341,fantasy
"Servant of the Empire (The Empire Trilogy, #2)","Raymond E. Feist, Janny Wurts",1990,4.27,10,5599,32,21476,265,fantasy
"The Hollow (Sign of Seven, #2)",Nora Roberts,2008,4.11,17,5600,50,25403,904,romance
Is Your Mama a Llama?,"Deborah Guarino, Steven Kellogg",1989,4.16,11,5601,37,19573,393,fiction
"After We Collided (After, #2)",Anna Todd,2013,3.73,17,5602,55,24827,1795,romance
"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",Jacob Tomsky,2012,3.54,16,5603,15,17744,2463,nonfiction
Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,1998,4.08,12,5604,14,17389,1422,history
"This Book Is Full of Spiders: Seriously, Dude, Don`t Touch It (John Dies at the End, #2)",David Wong,2012,4.26,31,5605,23,18053,1702,horror
Dali: The Paintings,"Robert Descharnes, Gilles Néret",1994,4.17,2,5606,19,14763,40,art
"Seven Deadly Wonders (Jack West Jr, #1)",Matthew Reilly,2005,4.08,11,5607,56,18406,856,fiction
"Unleashed (Ross Siblings, #1)",Cherrie Lynn,2009,3.89,17,5608,14,29404,1042,romance
"Mistral`s Kiss (Merry Gentry, #5)",Laurell K. Hamilton,2006,4.03,10,5609,31,27868,468,fantasy
Desire Unchained (Demonica #2),Larissa Ione,2009,4.25,17,5611,27,28519,1125,romance
Cold Fire / Hideaway / The Key to Midnight,"Dean Koontz, Leigh Nichols",2000,4.16,31,5612,1,17581,11,horror
"I Am Not A Serial Killer (John Cleaver, #1)",Dan Wells,2009,3.77,31,5613,34,22460,3240,horror
Eight Hundred Grapes,Laura Dave,2015,3.58,11,5614,16,17657,2043,fiction
"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",Fannie Flagg,1998,3.84,11,5615,31,19738,976,fiction
Filth,Irvine Welsh,1998,3.76,11,5616,51,17671,693,fiction
The Girls,Lori Lansens,2005,3.79,11,5617,51,18125,2158,fiction
"Turbo Twenty-Three (Stephanie Plum, #23)",Janet Evanovich,2016,3.75,15,5618,17,23148,2740,mystery
The Alibi,Sandra Brown,1999,4.03,15,5619,70,19454,509,mystery
A Land More Kind Than Home,Wiley Cash,2012,3.84,11,5620,27,18146,2751,fiction
"Kristy`s Great Idea (The Baby-Sitters Club, #1)",Ann M. Martin,1986,3.94,11,5621,37,23186,834,fiction
"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",Roland Smith,2012,4.17,11,5622,10,18169,287,fiction
Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,Sheri  Fink,2013,3.87,16,5623,14,17296,2643,nonfiction
"The Fifth Woman (Kurt Wallander, #6)","Henning Mankell, Steven T. Murray",1996,4.02,15,5624,93,18381,710,mystery
The Wordy Shipmates,Sarah Vowell,2008,3.66,16,5625,15,18786,2519,nonfiction
A River Runs Through It and Other Stories,Norman Maclean,1976,4.17,11,5627,32,18116,1124,fiction
The Time in Between,"María Dueñas, Daniel Hahn",2009,4.04,11,5628,89,18470,2437,fiction
Paradise,Toni Morrison,1997,3.77,11,5629,60,19079,775,fiction
Idoru (Bridge #2),William Gibson,1996,3.78,25,5630,53,17933,444,science fiction
"The Best Man (Blue Heron, #1)",Kristan Higgins,2013,3.93,17,5631,35,20977,1633,romance
"Castle in the Air (Howl`s Moving Castle, #2)",Diana Wynne Jones,1990,3.93,10,5632,42,26770,1599,fantasy
"A King`s Ransom (The 39 Clues: Cahills vs. Vespers, #2)",Jude Watson,2011,4.14,15,5633,14,18469,355,mystery
The Poisoner`s Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum,2010,4,16,5634,19,20223,2188,nonfiction
RoomHate,Penelope Ward,2016,4.07,17,5635,9,26326,2924,romance
Living Dead Girl,Elizabeth Scott,2008,3.83,18,5636,20,24327,3593,young adult
"Law Man (Dream Man, #3)",Kristen Ashley,2012,4.33,17,5638,17,35855,2241,romance
"Deadly Decisions (Temperance Brennan, #3)",Kathy Reichs,2000,3.93,15,5639,81,24718,804,mystery
Rising Strong,Brené Brown,2015,4.19,16,5640,27,23919,1910,nonfiction
"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,2013,4.17,15,5641,39,24547,3138,mystery
Swimsuit,"James Patterson, Maxine Paetro",2009,3.63,15,5642,56,20452,1683,mystery
Through Gates of Splendor,Elisabeth Elliot,1956,4.38,16,5643,31,17062,348,nonfiction
"Dirty Red (Love Me with Lies, #2)",Tarryn Fisher,2012,4.22,17,5644,10,27127,3192,romance
The Darkest Part of the Forest,Holly Black,2015,3.91,10,5645,24,25498,4304,fantasy
"Dream a Little Dream (Chicago Stars, #4)",Susan Elizabeth Phillips,1998,4.18,17,5646,40,25838,932,romance
تاكسي: حواديت المشاوير,"خالد الخميسي, Khaled Al Khamissi",2006,3.68,16,5647,36,14221,1274,nonfiction
The Samurai`s Garden,Gail Tsukiyama,1994,4.12,11,5648,24,17774,1572,fiction
The Hating Game,Sally   Thorne,2016,4.24,17,5649,28,28602,5191,romance
Black-Eyed Susans,Julia Heaberlin,2015,3.78,15,5650,46,18850,2478,mystery
"Neanderthal Seeks Human (Knitting in the City, #1)",Penny Reid,2013,3.96,17,5651,11,29949,3104,romance
"Goliath (Leviathan, #3)","Scott Westerfeld, Keith Thompson",2011,4.25,18,5652,36,25391,2303,young adult
"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)","Akira Amano, JN Productions, Frances E. Wall",2004,4.22,20,5653,11,15443,116,manga
"Criminal (Will Trent, #6)",Karin Slaughter,2012,4.21,15,5654,46,21262,1796,mystery
"The Bear and the Dragon (Jack Ryan Universe, #11)",Tom Clancy,2000,3.79,11,5655,59,20190,390,fiction
"W is for Wasted (Kinsey Millhone, #23)",Sue Grafton,2013,3.86,15,5656,28,22102,2812,mystery
I`m Just Here for the Food: Food + Heat = Cooking,Alton Brown,2002,4.21,8,5657,7,16707,266,cookbooks
All Things Wise and Wonderful,James Herriot,1976,4.39,16,5658,46,22314,381,nonfiction
Sins of the Night (Dark-Hunter #7),Sherrilyn Kenyon,2005,4.18,17,5659,31,30467,876,romance
"Shades of Earth (Across the Universe, #3)",Beth Revis,2013,4.11,18,5660,23,26839,3442,young adult
"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,1990,3.89,10,5661,77,23207,966,fantasy
"Reboot (Reboot, #1)",Amy Tintera,2013,3.92,18,5662,36,25819,3128,young adult
Hunger Makes Me a Modern Girl,Carrie Brownstein,2015,3.88,16,5663,17,18584,2057,nonfiction
Thomas Jefferson: The Art of Power,Jon Meacham,2012,3.99,12,5664,11,19853,1462,history
"Excession (Culture, #5)",Iain M. Banks,1996,4.19,25,5666,23,18833,737,science fiction
"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",Pearl Cleage,1997,3.7,11,5667,25,18444,610,fiction
"G is for Gumshoe (Kinsey Millhone, #7)",Sue Grafton,1990,3.9,15,5668,53,24764,615,mystery
"King and Maxwell (Sean King & Michelle Maxwell, #6)",David Baldacci,2013,4.03,15,5669,40,20096,1580,mystery
Love`s Executioner and Other Tales of Psychotherapy,Irvin D. Yalom,1989,4.18,16,5670,50,16134,630,nonfiction
"The Magician`s Apprentice (Black Magician, #0.5)",Trudi Canavan,2009,3.94,10,5671,48,19089,575,fantasy
"Reaper`s Gale (The Malazan Book of the Fallen, #7)",Steven Erikson,2007,4.34,10,5672,32,19293,511,fantasy
The Visitation,Frank E. Peretti,1999,3.91,11,5673,23,17007,386,fiction
"Locke & Key, Vol. 3: Crown of Shadows","Joe Hill, Gabriel Rodríguez",2010,4.41,6,5674,17,21355,1138,comics
Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,2000,4.11,4,5675,40,15706,1681,business
"The Garden of Rama (Rama, #3)","Arthur C. Clarke, Gentry Lee",1991,3.76,25,5676,48,17852,267,science fiction
"Blue-Eyed Devil (Travises, #2)",Lisa Kleypas,2008,4.21,17,5677,45,27481,1467,romance
Our Man in Havana,Graham Greene,1958,3.94,11,5678,119,18434,1177,fiction
Batman: The Black Mirror,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011,4.29,6,5679,11,16366,686,comics
Kill Me If You Can,"James Patterson, Marshall Karp",2011,4,15,5680,33,18616,1277,mystery
"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan,2003,4.22,10,5681,52,19787,438,fantasy
Tramp for the Lord,Corrie ten Boom,1974,4.47,16,5682,33,16977,309,nonfiction
If You Take a Mouse to the Movies,"Laura Joffe Numeroff, Felicia Bond",2000,4.16,11,5683,13,18290,317,fiction
"A Lick of Frost (Merry Gentry, #6)","Laurell K. Hamilton, Laural Merlington",2007,4.12,10,5684,37,27391,578,fantasy
The Abyss,"Orson Scott Card, James Cameron",1989,4.06,25,5685,15,16492,106,science fiction
"The Witch`s Daughter (The Witch`s Daughter, #1)",Paula Brackston,1991,3.54,11,5686,15,21436,2243,fiction
The Readers of Broken Wheel Recommend,"Katarina Bivald, Alice Menzies",2013,3.56,11,5687,63,20886,4519,fiction
"Live by Night (Coughlin, #2)",Dennis Lehane,2012,3.89,11,5688,67,17522,2033,fiction
"Until I Die (Revenants, #2)",Amy Plum,2012,4.17,18,5689,23,25365,1987,young adult
The Magic of Reality: How We Know What`s Really True,"Richard Dawkins, Dave McKean",2011,4.04,24,5690,54,17067,1228,science
"Remember (Redemption, #2)","Karen Kingsbury, Gary Smalley",2002,4.41,11,5691,31,16985,373,fiction
"Alex Cross, Run (Alex Cross, #20)",James Patterson,2013,4.03,15,5692,48,19307,1415,mystery
Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,Christian Lander,2008,3.76,13,5693,15,16404,1091,humor
"Blood Magick (The Cousins O`Dwyer Trilogy, #3)",Nora Roberts,2014,4.06,17,5694,52,22139,1635,romance
"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",Stephen R. Donaldson,1977,3.99,10,5695,44,20278,273,fantasy
The Brightest Star in the Sky,Marian Keyes,2009,3.65,11,5696,49,19749,1280,fiction
Entwined,Heather Dixon,2011,3.87,10,5697,19,30536,4592,fantasy
"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",Rachel Dratch,2012,3.57,16,5698,12,17632,1206,nonfiction
El coronel no tiene quien le escriba,Gabriel García Márquez,1961,3.71,11,5699,177,19250,916,fiction
Waiting for the Barbarians,J.M. Coetzee,1980,3.94,11,5700,91,18453,1308,fiction
The Last Seven Months of Anne Frank,Willy Lindwer,1988,4.34,16,5701,16,15375,129,nonfiction
"The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,2014,4.03,16,5702,46,16810,1393,nonfiction
Kabul Beauty School: An American Woman Goes Behind the Veil,Deborah Rodriguez,2007,3.63,16,5703,51,19172,2593,nonfiction
Jackdaws,Ken Follett,2001,3.91,11,5705,85,20382,982,fiction
حبيبتي بكماء,محمد السالم,2013,3.3,17,5706,3,13439,1675,romance
"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,2004,4.3,11,5707,29,17773,584,fiction
"Touching Spirit Bear (Spirit Bear, #1)",Ben Mikaelsen,1997,3.85,18,5708,29,18850,2716,young adult
The Flamethrowers,Rachel Kushner,2013,3.46,11,5709,38,14942,1852,fiction
"Twice Tempted (Night Prince, #2)",Jeaniene Frost,2013,4.3,17,5710,23,29741,2238,romance
Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,2012,3.67,16,5711,15,15963,1855,nonfiction
"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",Kiera Cass,2014,4.03,18,5712,32,25596,1797,young adult
Crush It!: Why Now Is the Time to Cash In on Your Passion,Gary Vaynerchuk,2009,3.85,4,5713,35,17926,856,business
Redemption Ark,Alastair Reynolds,2003,4.13,25,5714,35,18059,482,science fiction
"The Venetian Betrayal (Cotton Malone, #3)",Steve Berry,2007,3.94,11,5715,54,19834,789,fiction
"Collected Poems, 1909-1962",T.S. Eliot,1963,4.29,21,5716,25,17768,178,poetry
Beauty and the Beast,"Walt Disney Company, Ellen Titlebaum",2002,4.39,11,5718,77,15565,144,fiction
The Yonahlossee Riding Camp for Girls,Anton DiSclafani,2013,3.34,11,5719,26,18112,2498,fiction
"Lead (Stage Dive, #3)",Kylie Scott,2014,4.32,17,5720,32,33999,3112,romance
"No Humans Involved (Women of the Otherworld, #7)",Kelley Armstrong,2007,4.2,10,5721,31,25157,700,fantasy
"Night of the Soul Stealer (The Last Apprentice / Wardstone Chronicles, #3)","Joseph Delaney, Patrick  Arrasmith",2007,4.12,18,5722,56,21196,605,young adult
The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,1997,4.19,16,5723,27,18708,2231,nonfiction
"Endless Summer (The Boys Next Door, #1-2)",Jennifer Echols,2010,4.02,17,5724,9,18642,648,romance
"Big Nate Strikes Again (Big Nate Novels, #2)",Lincoln Peirce,2010,4.23,11,5725,31,20960,560,fiction
Don`t You Cry,Mary Kubica,2016,3.57,15,5726,37,21630,2610,mystery
"His Needs, Her Needs: Building an Affair-Proof Marriage",Willard F. Harley Jr.,1986,4.11,16,5727,37,15876,532,nonfiction
"Dance of the Gods (Circle Trilogy, #2)",Nora Roberts,2006,4.13,17,5728,60,24380,575,romance
"Nevermore (Nevermore, #1)",Kelly Creagh,2010,3.87,18,5729,10,25502,2473,young adult
Pete the Cat: I Love My White Shoes,"Eric Litwin, James Dean",2010,4.41,30,5731,18,19326,1318,music
"The Ring of Solomon (Bartimaeus, #0.5)","Jonathan Stroud, Simon  Jones",2010,4.19,10,5732,44,21718,1208,fantasy
"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,1992,3.82,11,5733,65,20647,978,fiction
The Master Butchers Singing Club,Louise Erdrich,2003,4.02,11,5734,34,18212,1486,fiction
"Chronicles of the Black Company (The Chronicles of the Black Company, #1-3)",Glen Cook,1986,4.2,10,5735,15,18091,544,fantasy
"Until Friday Night (The Field Party, #1)",Abbi Glines,2015,4.01,17,5736,16,25035,2566,romance
Mother of Pearl,Melinda Haynes,1999,3.67,11,5737,20,17632,395,fiction
Everyone Brave is Forgiven,Chris Cleave,2016,3.8,11,5738,37,20386,3113,fiction
The Great Train Robbery,Michael Crichton,1975,3.84,11,5739,77,19907,917,fiction
Safe Harbour,Danielle Steel,2003,4.04,17,5740,58,16729,224,romance
The Things We Do for Love,Kristin Hannah,2004,4.05,11,5741,38,19211,1188,fiction
"Son of the Shadows (Sevenwaters, #2)",Juliet Marillier,2000,4.32,10,5742,39,23597,1084,fantasy
The Key to Rebecca,Ken Follett,1980,3.86,11,5743,108,19927,704,fiction
"Hard Bitten (Chicagoland Vampires, #4)",Chloe Neill,2011,4.17,10,5744,25,30857,2205,fantasy
Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,"Ina Garten, Maura McEvoy",2002,4.26,8,5745,4,16181,106,cookbooks
"Vain (The Seven Deadly, #1)",Fisher Amelie,2012,4.25,17,5746,11,28402,3246,romance
"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",Nora Roberts,2000,4.14,17,5748,51,23884,502,romance
"Veil of Midnight (Midnight Breed, #5)",Lara Adrian,2008,4.26,17,5749,36,27048,833,romance
Subterranean,James Rollins,1999,4.01,28,5750,36,18876,613,thriller
I Don`t Know How She Does It,Allison Pearson,2001,3.3,11,5751,80,17703,1554,fiction
