book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name,ranking
4143,14,Kasie West,2014,On the Fence,4.04,32599,3716,17,Romance,2153
4144,17,Mark  Edwards,2015,Follow You Home,3.86,28787,2071,15,Mystery,2469
4145,31,Jerry Spinelli,2007,"Love,Stargirl (Stargirl,#2)",3.8,32275,2796,18,Young Adult,2185
4146,50,Michelle Moran,2007,Nefertiti,4.07,27885,2234,12,History,2556
4147,24,David McRaney,2011,"You Are Not So Smart: Why You Have Too Many Friends on Facebook,Why Your Memory Is Mostly Fiction,and 46 Other Ways You`re Deluding Yourself",3.85,22226,1402,16,Nonfiction,3283
4150,25,Louise Penny,2013,"How the Light Gets In (Chief Inspector Armand Gamache,#9)",4.41,28475,3475,15,Mystery,2502
4151,30,John Piper,2003,Don`t Waste Your Life,4.11,20722,597,16,Nonfiction,3517
4152,121,Ildefonso Falcones,2006,La catedral del mar,4.05,25313,1387,11,Fiction,2843
4155,17,"Jon Stewart,Rory Albanese,Kevin Bleyer,Rich Bloomquist,Steve Bodow,Tim Carvell,Wyatt Cenac,Hallie Haglund,J.R. Havlan,David Javerbaum,Elliott Kalan,Josh Lieb,Sam Means,Jo Miller,John Oliver,Daniel Radosh,Jason Ross",2010,Earth (The Book): A Visitor`s Guide to the Human Race,3.91,24039,1092,13,Humor,3030
4156,28,Rachel Vincent,2009,"My Soul to Take (Soul Screamers,#1)",3.88,37630,2547,18,Young Adult,1810
4158,26,Brodi Ashton,2012,"Everneath (Everneath,#1)",3.76,38028,4343,18,Young Adult,1796
4159,27,Janet Evanovich,2009,"Plum Spooky (Stephanie Plum,#14.5)",3.77,36564,2097,15,Mystery,1873
4161,9,G. Norman Lippert,2007,"James Potter and the Hall of Elders` Crossing (James Potter,#1)",3.78,21423,2457,10,Fantasy,3404
4162,31,Jon Krakauer,2008,Where Men Win Glory: The Odyssey of Pat Tillman,4.03,23444,2574,16,Nonfiction,3112
4164,24,J. Courtney Sullivan,2011,Maine,3.34,26907,3821,11,Fiction,2663
4165,22,Kasie West,2015,The Fill-In Boyfriend,3.92,33366,4302,7,Contemporary,2083
4166,74,Meg Rosoff,2004,How I Live Now,3.58,33294,4131,18,Young Adult,2094
4167,39,Garth Nix,2003,"Mister Monday (The Keys to the Kingdom,#1)",3.77,30722,1314,10,Fantasy,2284
4168,37,Heather Gudenkauf,2011,These Things Hidden,3.85,28962,3006,28,Thriller,2442
4169,5,"Dawn J. Ranck,Phyllis Pellman Good",2000,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,3.85,22857,114,8,Cooking,3184
4170,37,"Lili St. Crow,Lilith Saintcrow",2009,"Strange Angels (Strange Angels,#1)",3.78,36155,2089,10,Fantasy,1894
4172,63,Nora Roberts,2009,Black Hills,4.08,28922,1316,17,Romance,2449
4173,48,"Mark Millar,Steve McNiven,Dexter Vines,Morry Hollowell",2006,Civil War: A Marvel Comics Event,4.05,26638,1502,6,Comics,2694
4174,27,"Kim Carpenter,John R. Perry,Krickitt Carpenter",2000,The Vow: The Kim & Krickitt Carpenter Story,3.77,23043,1817,16,Nonfiction,3156
4176,23,Megan Miranda,2016,All the Missing Girls,3.79,42454,4825,15,Mystery,1573
4178,24,Maria Semple,2016,Today Will Be Different,3.19,31086,4530,11,Fiction,2261
4179,14,"CLAMP,William Flanagan",2003,"xxxHolic,Vol. 1 (xxxHOLiC,#1)",4.17,23465,278,20,Manga,3110
4184,16,"Bryan Lee O`Malley,Nathan Fairbairn",2014,Seconds,4.07,27672,2852,6,Comics,2580
4185,14,Tijan,2012,"Fallen Crest High (Fallen Crest High,#1)",4.13,37807,2472,17,Romance,1806
4192,53,Anne Rice,2001,"Blood And Gold (The Vampire Chronicles,#8)",3.88,28635,565,10,Fantasy,2486
4193,18,Rae Carson,2012,"The Crown of Embers (Fire and Thorns,#2)",4.2,35272,2864,10,Fantasy,1935
4194,23,Tamora Pierce,2000,"Page (Protector of the Small,#2)",4.22,36330,591,10,Fantasy,1885
4195,14,Kiera Cass,2014,"The Guard (The Selection,#2.5)",3.75,34837,2017,18,Young Adult,1970
4198,13,Kristen Proby,2012,"Fight with Me (With Me in Seattle,#2)",4.25,39909,1741,17,Romance,1690
4199,49,Ted Dekker,2003,"Black: The Birth of Evil (The Circle,#1)",4.21,25018,1530,11,Fiction,2886
4200,40,N.K. Jemisin,2010,"The Hundred Thousand Kingdoms (Inheritance Trilogy,#1)",3.8,32505,3710,10,Fantasy,2168
4203,42,Gena Showalter,2012,"Alice in Zombieland (White Rabbit Chronicles,#1)",4.05,33340,4689,18,Young Adult,2089
4204,48,Aprilynne Pike,2009,"Spells (Wings,#2)",3.99,36223,1924,10,Fantasy,1891
4207,20,Gordon Korman,2011,"The Medusa Plot (39 Clues: Cahills vs. Vespers,#1)",4.07,25090,566,15,Mystery,2876
4208,45,Jeanne Birdsall,2005,"The Penderwicks: A Summer Tale of Four Sisters,Two Rabbits,and a Very Interesting Boy (The Penderwicks #1)",4.12,33898,3757,11,Fiction,2044
4209,40,Nelson DeMille,2010,"The Lion (John Corey,#5)",4.22,23628,1051,11,Fiction,3086
4210,46,Karen Marie Moning,2001,"Kiss of the Highlander (Highlander,#4)",4.31,34840,1423,17,Romance,1969
4211,21,Sally Bedell Smith,2012,Elizabeth the Queen: The Life of a Modern Monarch,3.85,20705,933,3,Biography,3521
4212,78,"Jo Nesbø,Charlotte Barslund",2014,The Son,4.07,25476,2270,15,Mystery,2823
4213,14,"John Layman,Rob Guillory",2009,"Chew,Vol. 1: Taster`s Choice",4,27899,1690,6,Comics,2555
4214,38,Linda Sue Park,2001,A Single Shard,3.87,28532,2059,11,Fiction,2497
4216,30,Christopher Moore,2012,Sacré Bleu: A Comedy d`Art,3.77,25721,3234,11,Fiction,2794
4218,32,Meg Cabot,2008,"Queen of Babble Gets Hitched (Queen of Babble,#3)",3.82,29529,841,17,Romance,2384
4223,25,Melissa Marr,2010,"Radiant Shadows (Wicked Lovely,#4)",3.97,34440,1338,10,Fantasy,1997
4224,14,Kristen Ashley,2012,"Motorcycle Man (Dream Man,#4)",4.43,45509,3213,17,Romance,1452
4225,26,Amanda Palmer,2014,"The Art of Asking; or,How I Learned to Stop Worrying and Let People Help",3.97,22114,2349,16,Nonfiction,3311
4226,35,Veronica Rossi,2014,"Into the Still Blue (Under the Never Sky,#3)",4.17,37218,3532,18,Young Adult,1835
4227,39,Ann Brashares,2007,The Last Summer (of You and Me),3.58,27849,2427,11,Fiction,2561
4230,40,D.J. MacHale,2003,"The Lost City of Faar (Pendragon,#2)",4.16,26256,605,10,Fantasy,2737
4233,25,Shannon Hale,2004,"Enna Burning (The Books of Bayern,#2)",3.97,33826,3375,10,Fantasy,2051
4234,38,Meg Cabot,2005,"Twilight (The Mediator,#6)",4.26,34286,979,18,Young Adult,2012
4235,2,أحمد مراد,2014,1919,3.65,17334,2421,12,History,4231
4239,33,Viet Thanh Nguyen,2015,The Sympathizer,4,28424,3889,11,Fiction,2508
4241,18,Joanna Wylde,2013,"Reaper`s Property (Reapers MC,#1)",4.13,46663,3336,17,Romance,1405
4243,47,"Philippa Gregory,Mirjana Valent",2012,"The Kingmaker`s Daughter (The Plantagenet and Tudor Novels,#4)",3.95,28940,2427,12,History,2444
4246,45,Erika Johansen,2015,"The Invasion of the Tearling (The Queen of the Tearling,#2)",4.15,29344,3535,10,Fantasy,2403
4247,107,"Jo Nesbø,Don Bartlett",2011,"Phantom (Harry Hole,#9)",4.11,25682,1993,9,Crime,2798
4249,72,Cecelia Ahern,2006,A Place Called Here,3.66,26438,1616,11,Fiction,2717
4251,48,Anne Rice,2002,"Blackwood Farm (The Vampire Chronicles,#9)",3.85,27159,625,10,Fantasy,2633
4253,62,Alexander McCall Smith,2002,"The Kalahari Typing School for Men (No. 1 Ladies` Detective Agency,#4)",3.99,30378,1265,15,Mystery,2319
4254,28,Beatriz Williams,2013,A Hundred Summers,3.9,24680,2502,11,Fiction,2937
4255,48,Sabaa Tahir,2016,"A Torch Against the Night (An Ember in the Ashes,#2)",4.34,35094,5543,10,Fantasy,1948
4256,25,Gary D. Schmidt,2007,The Wednesday Wars,4.06,28812,4870,11,Fiction,2466
4258,16,Judy Schachner,2003,Skippyjon Jones,4.25,27420,1103,11,Fiction,2608
4259,68,Nora Roberts,2011,Chasing Fire,4.09,29133,1707,17,Romance,2425
4260,116,Brian Tracy,2001,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,3.84,23687,1906,16,Nonfiction,3078
4263,46,James Rollins,2008,"The Last Oracle (Sigma Force,#5)",4.15,24815,746,11,Fiction,2915
4267,15,Shelly Crane,2011,"Significance (Significance,#1)",4.13,37825,2685,17,Romance,1803
4268,109,Robert   Harris,2003,Pompeii,3.79,26679,1800,11,Fiction,2688
4269,38,David Baldacci,2015,"The Guilty (Will Robie,#4)",4.12,24893,1824,28,Thriller,2903
4274,20,Cupcake Brown,2006,A Piece of Cake,4.15,21149,1916,16,Nonfiction,3447
4276,72,"Douglas Preston,Lincoln Child",2004,"Brimstone (Pendergast,#5; Diogenes,#1)",4.12,27528,977,15,Mystery,2593
4278,62,Lisa Kleypas,2006,"Devil in Winter (Wallflowers,#3)",4.26,41949,2570,17,Romance,1597
4279,24,Susan Beth Pfeffer,2008,"The Dead and the Gone (Last Survivors,#2)",3.84,31088,2987,18,Young Adult,2260
4280,39,Ted Dekker,2004,"White: The Great Pursuit (The Circle,#3)",4.3,23972,597,11,Fiction,3040
4281,41,Gena Showalter,2010,The Darkest Passion (Lords of the Underworld #5),4.37,34290,1155,17,Romance,2009
4282,50,Chuck Palahniuk,2009,Pygmy,2.96,22865,1782,11,Fiction,3181
4283,59,Lauren Weisberger,2013,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada,#2)",2.84,24526,3352,11,Fiction,2963
4285,22,S.C. Gwynne,2010,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches,the Most Powerful Indian Tribe in American History",4.13,22381,2472,12,History,3252
4287,32,"Karen Kingsbury,Gary Smalley",2002,"Redemption (Redemption,#1)",4.36,22889,811,11,Fiction,3177
4288,43,Jennifer Donnelly,2003,A Northern Light,3.83,32172,3111,11,Fiction,2194
4291,6,"Robert Sabuda,Lewis Carroll",2003,Alice`s Adventures in Wonderland: A Pop-Up Adaptation,4.33,21388,100,5,Classics,3409
4292,24,Ross King,2003,Michelangelo and the Pope`s Ceiling,3.82,21258,560,12,History,3432
4293,44,Kelley Armstrong,2002,"Stolen (Women of the Otherworld,#2)",4.16,37977,1393,10,Fantasy,1799
4294,89,David Baldacci,2004,"Hour Game (Sean King & Michelle Maxwell,#2)",3.94,27822,1289,15,Mystery,2566
4295,49,Louise Penny,2007,"The Cruelest Month (Chief Inspector Armand Gamache,#3)",4.15,28932,2415,15,Mystery,2446
4297,2,Harry Gregson-Williams,2006,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion,the Witch and The Wardrobe",4.32,17876,187,10,Fantasy,4099
4299,26,Marie Rutkoski,2015,"The Winner`s Crime (The Winner`s Trilogy,#2)",4.17,37404,5847,10,Fantasy,1825
4300,11,Carolyn Brown,2011,The Ladies` Room,3.9,26003,1741,11,Fiction,2771
4302,7,Jen Lancaster,2008,"Such a Pretty Fat: One Narcissist`s Quest to Discover If Her Life Makes Her Ass Look Big,or Why Pie Is Not the Answer",4.06,25044,1920,16,Nonfiction,2881
4303,53,Erin Hunter,2003,"Forest of Secrets (Warriors,#3)",4.4,30595,1038,10,Fantasy,2296
4304,71,Sarah Waters,2009,The Little Stranger,3.51,28814,4267,11,Fiction,2465
4305,23,Patricia Briggs,2014,"Night Broken (Mercy Thompson,#8)",4.42,38475,3129,10,Fantasy,1763
4306,29,Sara Raasch,2014,"Snow Like Ashes (Snow Like Ashes,#1)",3.98,38315,5410,10,Fantasy,1773
4307,29,Matthew  Thomas,2014,We Are Not Ourselves,3.7,22138,3366,11,Fiction,3303
4308,66,Nora Roberts,2005,"Red Lily (In the Garden,#3)",4.07,30746,747,17,Romance,2283
4310,69,Bernard Cornwell,2006,"Lords of the North (The Saxon Stories,#3)",4.32,24501,811,11,Fiction,2968
4312,23,Raine Miller,2013,"Eyes Wide Open (The Blackstone Affair,#3)",4.14,36780,1832,17,Romance,1862
4313,30,Lisa See,2014,China Dolls,3.58,23836,2860,11,Fiction,3060
4314,15,Kate Brian,2005,Megan Meade`s Guide to the McGowan Boys,3.93,30877,1362,18,Young Adult,2272
4317,24,Gregory Maguire,2003,Mirror Mirror,3.27,27358,1529,10,Fantasy,2617
4318,38,Patrick Ness,2013,More Than This,4.03,30720,5247,18,Young Adult,2285
4321,33,Max Barry,2013,Lexicon,3.9,24296,3520,11,Fiction,3000
4322,58,"Candace Bushnell,Donna Murphy",2008,One Fifth Avenue,3.33,23010,1453,11,Fiction,3160
4324,43,Samantha Young,2013,"Down London Road (On Dublin Street,#2)",4.24,41573,2935,17,Romance,1621
4325,35,"Robert Kirkman,Charlie Adlard",2005,"The Walking Dead,Vol. 03: Safety Behind Bars",4.31,25864,1033,31,Horror,2779
4329,25,Jonathan Maberry,2010,"Rot & Ruin (Rot & Ruin,#1)",4.1,28111,3291,18,Young Adult,2535
4331,43,Charles R. Cross,2001,Heavier Than Heaven: A Biography of Kurt Cobain,4.09,20221,777,16,Nonfiction,3612
4334,33,Richard Kadrey,2009,"Sandman Slim (Sandman Slim,#1)",3.93,26856,2441,10,Fantasy,2669
4335,52,John Hart,2009,The Last Child,4.09,25587,3369,15,Mystery,2809
4339,43,Colleen Houck,2011,"Tiger`s Quest (The Tiger Saga,#2)",4.34,31309,2691,10,Fantasy,2245
4340,29,Chloe Neill,2009,"Friday Night Bites (Chicagoland Vampires,#2)",4.15,39024,1543,10,Fantasy,1733
4341,67,Tim Harford,2005,The Undercover Economist,3.79,20348,975,16,Nonfiction,3586
4343,41,Anna Godbersen,2008,"Rumors (Luxe,#2)",3.85,33468,1772,12,History,2071
4344,30,"Drew Daywalt,Oliver Jeffers",2013,The Day the Crayons Quit,4.41,30648,3189,13,Humor,2291
4345,83,Meg Cabot,2002,"Princess in Waiting (The Princess Diaries,#4)",3.66,36292,844,18,Young Adult,1887
4346,15,"Katie J. Davis,Beth Clark",2011,Kisses from Katie: A Story of Relentless Love and Redemption,4.4,22060,2084,16,Nonfiction,3319
4347,36,Kathleen Kent,2008,The Heretic`s Daughter,3.77,28173,3658,11,Fiction,2528
4349,80,Michael Connelly,2002,Chasing the Dime,3.96,25650,748,15,Mystery,2803
4350,24,Claudia Gray,2014,"A Thousand Pieces of You (Firebird,#1)",3.94,31985,5563,18,Young Adult,2206
4351,26,Patricia Reilly Giff,2002,Pictures of Hollis Woods,4,24372,1699,11,Fiction,2985
4354,51,Zadie Smith,2012,NW,3.41,23926,2851,11,Fiction,3048
4355,33,Heather Brewer,2007,"Eighth Grade Bites (The Chronicles of Vladimir Tod,#1)",3.92,31398,2604,18,Young Adult,2238
4356,32,Barry Schwartz,2004,The Paradox of Choice: Why More Is Less,3.84,21859,1076,16,Nonfiction,3337
4358,74,Michael Connelly,2009,"Nine Dragons (Harry Bosch,#15; Mickey Haller,#3; Harry Bosch Universe,#18)",3.97,27809,2047,9,Crime,2568
4360,39,Jane Green,2007,Second Chance,3.53,23625,1121,11,Fiction,3087
4362,31,Elin Hilderbrand,2012,Summerland,3.85,24115,1966,11,Fiction,3019
4364,50,"Jack Canfield,Janet Switzer",2004,The Success Principles: How to Get from Where You Are to Where You Want to Be,4.26,20656,632,4,Business,3531
4365,11,Kristen Ashley,2012,"Knight (Unfinished Hero,#1)",3.94,45320,3331,17,Romance,1459
4366,35,"Alexander Osterwalder,Yves Pigneur",2010,Business Model Generation,4.16,22933,464,4,Business,3172
4367,37,Stephen Greenblatt,2011,The Swerve: How the World Became Modern,3.83,20790,2179,12,History,3501
4369,47,Chuck Palahniuk,2004,Stranger than Fiction,3.56,20204,754,11,Fiction,3619
4370,53,Norman Doidge,2007,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,4.2,22206,1651,16,Nonfiction,3289
4372,38,Barry Lyga,2012,"I Hunt Killers (Jasper Dent,#1)",4.02,26849,3349,15,Mystery,2671
4373,20,K. Bromberg,2014,"Crashed (Driven,#3)",4.56,35153,3237,17,Romance,1943
4374,29,J. Ryan Stradal,2015,Kitchens of the Great Midwest,3.77,23667,3661,11,Fiction,3082
4376,44,"Alaa Al Aswany,علاء الأسواني",2007,شيكاجو,3.41,18748,1688,11,Fiction,3897
4377,41,"James Patterson,Maxine Paetro",2013,"12th of Never (Women`s Murder Club,#12)",3.99,26821,1941,15,Mystery,2675
4378,27,Brian  McClellan,2013,"Promise of Blood (Powder Mage,#1)",4.16,24964,1834,10,Fantasy,2895
4379,70,James Rollins,2006,"Black Order (Sigma Force,#3)",4.14,25329,893,28,Thriller,2841
4380,74,Karin Slaughter,2008,"Fractured (Will Trent,#2)",4.18,27091,1290,15,Mystery,2642
4381,45,Nicola Yoon,2016,The Sun Is Also a Star,4.14,46465,8878,18,Young Adult,1411
4382,31,"James Patterson,David Ellis",2015,The Murder House,4.05,23568,2191,15,Mystery,3095
4384,47,Nick Hornby,2014,Funny Girl,3.37,21589,2787,11,Fiction,3374
4385,49,Edward Rutherfurd,2009,New York,4.1,23926,2442,11,Fiction,3049
4386,21,"V.E. Schwab,Victoria Schwab",2016,"A Gathering of Shadows (Shades of Magic,#2)",4.33,35079,6274,10,Fantasy,1952
4387,53,Dean Koontz,2000,From the Corner of His Eye,4,25002,1016,31,Horror,2889
4388,75,"Haruki Murakami,Philip Gabriel,Jay Rubin",2006,"Blind Willow,Sleeping Woman",3.83,23710,1600,11,Fiction,3074
4389,6,"Ina Garten,Quentin Bacon",2008,Barefoot Contessa Back to Basics,4.23,22305,199,8,Cooking,3263
4390,49,Jane Green,2002,To Have and to Hold,3.61,22305,516,11,Fiction,3264
4391,23,Koren Zailckas,2005,Smashed: Story of a Drunken Girlhood,3.5,21089,1181,16,Nonfiction,3452
4392,61,John Irving,2005,Until I Find You,3.61,21984,1438,11,Fiction,3327
4393,35,Bree Despain,2009,"The Dark Divine (The Dark Divine,#1)",3.81,34463,2473,18,Young Adult,1994
4394,38,Bill Buford,2006,"Heat: An Amateur`s Adventures as Kitchen Slave,Line Cook,Pasta-Maker,and Apprentice to a Dante-Quoting Butcher in Tuscany",3.89,20010,1818,16,Nonfiction,3663
4397,37,"Marcus Buckingham,Donald O. Clifton",2001,"Now,Discover Your Strengths",3.95,20318,587,4,Business,3590
4398,84,Chris Anderson,2006,The Long Tail: Why the Future of Business is Selling Less of More,3.83,22270,669,4,Business,3272
4400,38,Jane Green,2006,Swapping Lives,3.56,24000,1007,11,Fiction,3036
4401,49,Louise Penny,2008,"A Rule Against Murder (Chief Inspector Armand Gamache,#4)",4.21,27667,2239,15,Mystery,2581
4402,67,Nora Roberts,2012,"The Perfect Hope (Inn Boonsboro,#3)",4.14,30797,2051,17,Romance,2278
4403,15,Aleatha Romig,2011,"Consequences (Consequences,#1)",3.97,35592,5338,17,Romance,1918
4405,30,Tom Angleberger,2010,"The Strange Case of Origami Yoda (Origami Yoda,#1)",3.9,23852,2871,11,Fiction,3058
4407,22,Thanhha Lai,2011,Inside Out & Back Again,4.09,27186,4249,11,Fiction,2630
4408,31,Josephine Angelini,2012,"Dreamless (Starcrossed,#2)",4.2,33819,2230,10,Fantasy,2052
4409,7,Abbi Glines,2012,"Predestined (Existence Trilogy,#2)",4.09,33926,1462,17,Romance,2039
4411,34,Guy Kawasaki,2004,"The Art of the Start: The Time-Tested,Battle-Hardened Guide for Anyone Starting Anything",3.82,18796,404,4,Business,3885
4412,19,"Wes  Moore,Tavis Smiley",2010,"The Other Wes Moore: One Name,Two Fates",3.77,23269,3168,16,Nonfiction,3140
4413,61,Ariana Franklin,2007,"Mistress of the Art of Death (Mistress of the Art of Death,#1)",3.95,29208,2642,12,History,2417
4414,11,Tucker Max,2008,"Assholes Finish First (Tucker Max,#2)",3.64,20984,772,13,Humor,3465
4417,53,Dan Ariely,2010,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,4,23562,799,16,Nonfiction,3096
4418,15,"Sarah Vowell,Katherine Streeter",2002,The Partly Cloudy Patriot,3.9,23818,1368,16,Nonfiction,3063
4420,32,Greg Iles,2014,Natchez Burning,4.12,23806,3121,11,Fiction,3065
4422,94,Thomas Harris,2006,"Hannibal Rising (Hannibal Lecter,#4)",3.44,25973,1317,31,Horror,2774
4424,24,Sherrilyn Kenyon,2010,"Infinity (Chronicles of Nick,#1)",4.04,34312,2731,10,Fantasy,2005
4425,38,Laurell K. Hamilton,2007,"Blood Noir (Anita Blake,Vampire Hunter #16)",3.85,34278,939,10,Fantasy,2013
4426,46,Thomas Pynchon,2009,Inherent Vice,3.71,20909,2145,11,Fiction,3476
4428,71,"Guillermo del Toro,Chuck Hogan",2011,"The Night Eternal (The Strain Trilogy,#3)",3.67,23194,1987,10,Fantasy,3146
4430,68,Nora Roberts,2013,Whiskey Beach,3.96,26780,2207,17,Romance,2681
4431,26,Jennifer Weiner,2006,The Guy Not Taken: Stories,3.46,21414,1148,11,Fiction,3407
4432,21,Robert Kirkman,2008,"The Walking Dead,Vol. 08: Made to Suffer",4.47,22799,776,6,Comics,3193
4433,27,Kresley Cole,2010,Pleasure of a Dark Prince (Immortals After Dark #9),4.41,34474,1080,17,Romance,1990
4436,22,Sara Shepard,2011,"Twisted (Pretty Little Liars,#9)",4.05,25519,1159,11,Fiction,2816
4437,55,Michael Connelly,2015,"The Crossing (Harry Bosch,#20; Mickey Haller,#7; Harry Bosch Universe,#25)",4.21,26621,2426,9,Crime,2697
4438,101,Alice Munro,2012,Dear Life: Stories,3.75,24061,3083,11,Fiction,3026
4440,35,Jacqueline Carey,2003,"Kushiel`s Avatar (Phèdre`s Trilogy,#3)",4.37,28363,745,10,Fantasy,2513
4442,16,Rachel Van Dyken,2013,"Ruin (Ruin,#1)",4.19,36447,3787,17,Romance,1878
4446,30,Rachel Caine,2009,"Fade Out (The Morganville Vampires,#7)",4.2,34915,854,18,Young Adult,1961
4448,12,Nyrae Dawn,2012,"Charade (Games,#1)",3.98,36295,2006,17,Romance,1886
4449,19,"Rick Riordan,Haley Riordan",2012,The Demigod Diaries,4.19,32365,1448,10,Fantasy,2178
4450,21,Courtney Cole,2013,"If You Stay (Beautifully Broken,#1)",3.94,33374,1948,17,Romance,2081
4451,18,"Neil Patrick Harris,David Javerbaum,Antony Hare",2014,Neil Patrick Harris: Choose Your Own Autobiography,3.86,23134,3047,16,Nonfiction,3152
4454,33,Cherie Priest,2009,"Boneshaker (The Clockwork Century,#1)",3.5,27742,3735,10,Fantasy,2572
4456,56,Lauren Kate,2012,"Fallen in Love (Fallen,#3.5)",3.77,33324,1652,18,Young Adult,2091
4457,14,Raina Telgemeier,2014,Sisters,4.29,29031,3290,6,Comics,2438
4458,32,D.J. MacHale,2003,"The Never War (Pendragon,#3)",4.12,25245,474,10,Fantasy,2851
4461,24,James S.A. Corey,2015,"Nemesis Games (The Expanse,#5)",4.37,23686,1605,11,Fiction,3079
4463,17,David Baldacci,2009,"First Family (Sean King & Michelle Maxwell,#4)",3.98,26455,1692,15,Mystery,2716
4466,23,Katy Evans,2013,"Mine (Real,#2)",4.29,41080,3107,17,Romance,1639
4467,39,Matthew Dicks,2012,Memoirs of an Imaginary Friend,4.1,24050,4043,11,Fiction,3029
4469,16,Susan Crandall,2013,Whistling Past the Graveyard,4.04,22264,3180,11,Fiction,3273
4470,24,Kresley Cole,2012,"Poison Princess (The Arcana Chronicles,#1)",4.14,31742,3753,10,Fantasy,2216
4471,62,Paullina Simons,2003,"Tatiana and Alexander (The Bronze Horseman,#2)",4.3,26207,2067,12,History,2742
4472,33,Brian Staveley,2014,"The Emperor`s Blades (Chronicle of the Unhewn Throne,#1)",4.15,23710,1882,10,Fantasy,3075
4473,67,Monica Ali,2003,Brick Lane,3.38,23469,1572,11,Fiction,3109
4474,72,Sally Green,2014,"Half Bad (The Half Bad Trilogy,#1)",3.8,33104,5550,10,Fantasy,2112
4477,39,"Lawrence M. Krauss,Richard Dawkins",2012,A Universe from Nothing: Why There Is Something Rather Than Nothing,3.92,19149,1038,24,Science,3817
4479,34,Nalini Singh,2010,"Archangel`s Kiss (Guild Hunter,#2)",4.24,39528,1798,17,Romance,1705
4480,14,Rachel Hawkins,2014,"Rebel Belle (Rebel Belle,#1)",3.88,31958,5046,10,Fantasy,2210
4481,81,Tess Gerritsen,2006,"The Mephisto Club (Rizzoli & Isles,#6)",4.01,27848,1405,15,Mystery,2562
4484,9,"Gene Luen Yang,Bryan Konietzko,Michael Dante DiMartino,Gurihiru",2012,"Avatar: The Last Airbender (The Promise,#1)",4.24,19111,608,6,Comics,3828
4488,24,Brandon Sanderson,2012,"Legion (Legion,#1)",4.13,24459,2235,10,Fantasy,2975
4489,11,Holly Madison,2015,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,3.4,20828,2379,16,Nonfiction,3498
4490,52,James Patterson,2011,Kill Alex Cross (Alex Cross #18),4,24714,1499,15,Mystery,2931
4491,26,Nadia Hashimi,2014,The Pearl That Broke Its Shell,4.12,23155,2786,11,Fiction,3149
4492,42,"Scott Westerfeld,Keith Thompson",2010,"Behemoth (Leviathan,#2)",4.18,31954,2449,18,Young Adult,2211
4493,26,Martha Stout,2005,The Sociopath Next Door,3.75,23035,1896,16,Nonfiction,3158
4494,14,"Brian K. Vaughan,Pia Guerra,Goran Sudžuka,José Marzán Jr.",2006,"Y: The Last Man,Vol. 8: Kimono Dragons (Y: The Last Man,#8)",4.22,24131,330,6,Comics,3018
4495,34,Jeff Kinney,2007,Do-It-Yourself Book (Diary of a Wimpy Kid),4.17,21542,657,11,Fiction,3383
4496,6,Dan Brown,2003,"Angels and Demons / The Da Vinci Code (Robert Langdon,#1-2)",4.19,18765,476,11,Fiction,3895
4497,43,Jennifer Donnelly,2002,"The Tea Rose (The Tea Rose,#1)",4.18,25268,2496,12,History,2848
4498,38,Ben Aaronovitch,2011,"Moon Over Soho (Peter Grant,#2)",4.1,28024,2098,10,Fantasy,2539
4499,27,Charles Belfoure,2013,The Paris Architect,3.98,24361,2844,11,Fiction,2988
4500,41,"Morgan Rhodes,Michelle Rowen",2012,"Falling Kingdoms (Falling Kingdoms,#1)",3.83,36097,5702,10,Fantasy,1896
4501,40,"Esther Hicks,Jerry Hicks,Wayne W. Dyer",2004,Ask and It Is Given: Learning to Manifest Your Desires,4.18,18266,504,19,Self Help,4000
4502,82,"Isabel Allende,Margaret Sayers Peden",2009,Island Beneath the Sea,4.01,24500,2613,11,Fiction,2969
4505,25,Jamie McGuire,2015,"Beautiful Redemption (The Maddox Brothers,#2)",4.15,33443,2745,17,Romance,2073
4507,14,"Brian K. Vaughan,Pia Guerra,José Marzán Jr.",2004,"Y: The Last Man,Vol. 5: Ring of Truth (Y: The Last Man,#5)",4.27,24850,418,6,Comics,2910
4508,78,Joanne Harris,2001,Five Quarters of the Orange,3.83,26429,2091,11,Fiction,2718
4509,84,Roberto Bolaño,2004,2666,4.2,22318,2930,11,Fiction,3262
4511,18,"Matthew Inman,The Oatmeal",2012,How to Tell If Your Cat Is Plotting to Kill You,3.95,24479,1522,13,Humor,2971
4512,76,David Baldacci,2007,"Simple Genius (Sean King & Michelle Maxwell,#3)",3.89,26021,1424,11,Fiction,2766
4513,57,Anita Shreve,2004,Light on Snow,3.56,24610,1724,11,Fiction,2947
4514,56,Darren Shan,2001,"Vampire Mountain (Cirque Du Freak,#4)",4.16,25972,665,10,Fantasy,2775
