book_id,tag_name,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id
1134,romance,38,Sylvain Reynard                                                               ,2012,"Gabriel's Rapture (Gabriel's Inferno, #2)                                                ",4.2,96953,3449,17
1135,classics,1101,"James Joyce, Jeri Johnson                                                     ",1914,Dubliners                                                                                ,3.9,91256,4078,5 
1136,fiction,74,Colum McCann                                                                  ,2009,Let the Great World Spin                                                                 ,3.9,79306,8255,11
1137,fantasy,119,Eoin Colfer                                                                   ,2003,"The Eternity Code (Artemis Fowl, #3)                                                     ",4,102207,1900,10
1138,mystery,119,Harlan Coben                                                                  ,2001,Tell No One                                                                              ,4.1,85209,3738,15
1139,horror,109,Stephen King                                                                  ,1987,The Tommyknockers                                                                        ,3.5,95301,1854,31
1140,fantasy,53,Rachel Hawkins                                                                ,2010,"Hex Hall (Hex Hall, #1)                                                                  ",4,114594,7766,10
1141,nonfiction,33,Austin Kleon                                                                  ,2010,Steal Like an Artist: 10 Things Nobody Told You About Being Creative                     ,3.9,97114,3270,16
1142,fiction,3,Neal Stephenson                                                               ,1999,Cryptonomicon                                                                            ,4.2,81409,4342,11
1143,romance,47,Christina Lauren                                                              ,2013,"Beautiful Bastard (Beautiful Bastard, #1)                                                ",4,119301,7381,17
1144,fiction,51,Barbara Kingsolver                                                            ,2000,Prodigal Summer                                                                          ,4,81104,5233,11
1145,fiction,52,Joyce Carol Oates                                                             ,1996,We Were the Mulvaneys                                                                    ,3.7,80906,2557,11
1146,nonfiction,37,Scott McCloud                                                                 ,1993,Understanding Comics: The Invisible Art                                                  ,4,77953,1659,16
1147,fantasy,76,"Kami Garcia, Margaret Stohl                                                   ",2010,"Beautiful Darkness (Caster Chronicles, #2)                                               ",3.8,107651,6614,10
1148,nonfiction,47,Jon Ronson                                                                    ,2011,The Psychopath Test: A Journey Through the Madness Industry                              ,3.9,86096,5455,16
1149,fiction,65,Jodi Picoult                                                                  ,2005,Vanishing Acts                                                                           ,3.7,82770,3872,11
1150,thriller,102,David Baldacci                                                                ,1995,Absolute Power                                                                           ,4.2,76197,1344,28
1151,mystery,51,Janet Evanovich                                                               ,2000,"Hot Six (Stephanie Plum, #6)                                                             ",4.2,103204,2085,15
1152,fiction,61,Mitch Albom                                                                   ,2012,The Time Keeper                                                                          ,3.9,79810,8697,11
1153,fantasy,38,Christopher Moore                                                             ,2006,"A Dirty Job (Grim Reaper, #1)                                                            ",4.1,84684,5640,10
1154,nonfiction,39,Michael   Lewis                                                               ,2003,Moneyball: The Art of Winning an Unfair Game                                             ,4.2,71498,4030,16
1155,fantasy,99,Jonathan Stroud                                                               ,2003,"The Amulet of Samarkand (Bartimaeus, #1)                                                 ",4,95452,4093,10
1156,nonfiction,28,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm,",2007,I Am America (And So Can You!)                                                           ,3.9,72740,3328,16
1157,business,86,"Kenneth H. Blanchard, Spencer Johnson                                         ",1981,The One Minute Manager                                                                   ,3.9,72185,1176,4 
1158,fiction,79,Leon Uris                                                                     ,1958,Exodus                                                                                   ,4.3,79096,1442,11
1159,fiction,30,Ursula Hegi                                                                   ,1994,Stones from the River                                                                    ,4.1,81284,1790,11
1160,mystery,238,Raymond Chandler                                                              ,1939,"The Big Sleep (Philip Marlowe, #1)                                                       ",4,90652,3884,15
1161,fiction,155,John Steinbeck                                                                ,1945,Cannery Row                                                                              ,4,88541,3926,11
1162,nonfiction,32,Ellen DeGeneres                                                               ,2011,Seriously... I'm Kidding                                                                 ,3.7,79686,5874,16
1163,fiction,83,"Lemony Snicket, Brett Helquist                                                ",2000,"The Miserable Mill (A Series of Unfortunate Events, #4)                                  ",3.8,109009,2962,11
1164,fantasy,57,Eowyn Ivey                                                                    ,2012,The Snow Child                                                                           ,4,85022,11419,10
1165,romance,42,"J. Lynn, Jennifer L. Armentrout                                               ",2013,"Wait for You (Wait for You, #1)                                                          ",4.2,115224,7550,17
1166,fiction,81,Jeff Kinney                                                                   ,2009,"The Last Straw (Diary of a Wimpy Kid, #3)                                                ",4.1,87023,4142,11
1167,classics,1579,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale                            ",1308,The Divine Comedy                                                                        ,4.1,88924,2745,5 
1168,philosophy,67,"Benjamin Hoff, Ernest H. Shepard                                              ",1982,The Tao of Pooh                                                                          ,4,77697,3027,
1169,young adult,44,Jennifer L. Armentrout                                                        ,2012,"Onyx (Lux, #2)                                                                           ",4.3,119355,9018,18
1170,science fiction,45,Tahereh Mafi                                                                  ,2013,"Unravel Me (Shatter Me, #2)                                                              ",4.3,116847,11511,25
1171,fiction,65,Sarah Dunant                                                                  ,2003,The Birth of Venus                                                                       ,3.8,79989,2952,11
1172,young adult,100,Eoin Colfer                                                                   ,2005,"The Opal Deception  (Artemis Fowl, #4)                                                   ",4,101315,1592,18
1173,fiction,111,"David Lagercrantz, Stieg Larsson, George Goulding                             ",2015,"The Girl in the Spider's Web (Millennium, #4)                                            ",3.7,81860,9763,11
1174,fiction,59,Emma Cline                                                                    ,2016,The Girls                                                                                ,3.5,94812,11573,11
1175,fantasy,34,Shannon Hale                                                                  ,2003,"The Goose Girl (The Books of Bayern, #1)                                                 ",4.2,97013,8818,10
1176,mystery,97,Dennis Lehane                                                                 ,2001,Mystic River                                                                             ,4.2,91248,2836,15
1177,fiction,73,Isaac Marion                                                                  ,2010,"Warm Bodies (Warm Bodies, #1)                                                            ",3.9,91450,9979,11
1178,classics,927,"Mark Twain, Everett H. Emerson                                                ",1881,The Prince and the Pauper                                                                ,3.8,90583,1565,5 
1179,fiction,105,Robert A. Heinlein                                                            ,1966,The Moon is a Harsh Mistress                                                             ,4.2,86665,2783,11
1180,fiction,85,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش                             ",2010,The Forty Rules of Love                                                                  ,4.2,73274,10114,11
1181,mystery,54,Janet Evanovich                                                               ,1999,"High Five (Stephanie Plum, #5)                                                           ",4.2,101162,2225,15
1182,mystery,82,Stephen King                                                                  ,2013,Joyland                                                                                  ,3.9,82221,9627,15
1183,manga,30,"Hajime Isayama, Sheldon Drzka                                                 ",2010,"Attack on Titan, Vol. 1 (Attack on Titan, #1)                                            ",4.4,84361,1630,20
1184,classics,406,F. Scott Fitzgerald                                                           ,1933,Tender Is the Night                                                                      ,3.8,86768,3615,5 
1185,fiction,46,Olive Ann Burns                                                               ,1984,Cold Sassy Tree                                                                          ,4,84646,3440,11
1186,classics,70,Tennessee Williams                                                            ,1945,The Glass Menagerie                                                                      ,3.7,93155,1835,5 
1187,fiction,9,"Elena Ferrante, Ann Goldstein                                                 ",2011,My Brilliant Friend (The Neapolitan Novels #1)                                           ,3.9,88433,10235,11
1188,nonfiction,106,Timothy Ferriss                                                               ,2007,The 4-Hour Workweek                                                                      ,3.8,78785,4101,16
1189,self help,138,Robin S. Sharma                                                               ,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destin,3.8,65477,3517,19
1190,fiction,49,Amor Towles                                                                   ,2011,Rules of Civility                                                                        ,4,85132,9257,11
1191,science fiction,89,Larry Niven                                                                   ,1970,"Ringworld (Ringworld, #1)                                                                ",4,82561,2540,25
1192,young adult,89,Ruta Sepetys                                                                  ,2011,Between Shades of Gray                                                                   ,4.4,101286,15153,18
1193,fiction,49,"Andrew Clements, Brian Selznick                                               ",1996,Frindle                                                                                  ,3.8,84496,3165,11
1194,fiction,84,Jeff Kinney                                                                   ,2009,"Dog Days (Diary of a Wimpy Kid, #4)                                                      ",4.1,82986,4248,11
1195,fiction,43,Louise Erdrich                                                                ,2012,The Round House                                                                          ,3.9,76136,8100,11
1196,fantasy,66,Madeleine L'Engle                                                             ,1973,"A Wind in the Door (A Wrinkle in Time Quintet, #2)                                       ",4.1,93772,2139,10
1197,young adult,10,Veronica Roth                                                                 ,2012,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)             ",4.2,88094,4769,18
1198,fiction,55,Hanya Yanagihara                                                              ,2015,A Little Life                                                                            ,4.3,85544,15267,11
1199,comics,19,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.                                 ",2003,"Y: The Last Man, Vol. 1: Unmanned                                                        ",4.1,82315,2434,6 
1200,fantasy,45,Brandon Sanderson                                                             ,2011,"The Alloy of Law (Mistborn, #4)                                                          ",4.2,84897,5303,10
1201,fantasy,55,Charlaine Harris                                                              ,2011,"Dead Reckoning (Sookie Stackhouse, #11)                                                  ",3.8,106041,6231,10
1202,fiction,87,"Anne Tyler, Jennifer Bassett                                                  ",1985,The Accidental Tourist                                                                   ,3.9,82264,1752,11
1203,fiction,41,Benjamin Alire Sáenz                                                          ,2012,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover th,4.3,123245,19200,11
1204,classics,941,H.G. Wells                                                                    ,1897,The Invisible Man                                                                        ,3.6,95717,3699,5 
1205,fiction,120,"Haruki Murakami, Alfred Birnbaum                                              ",1985,Hard-Boiled Wonderland and the End of the World                                          ,4.2,77432,4406,11
1206,fiction,25,"Paulo Coelho, Alan R. Clarke                                                  ",1994,By the River Piedra I Sat Down and Wept                                                  ,3.6,70825,3055,11
1207,classics,553,"Johann David Wyss, Scott McKowen, Arthur Pober                                ",1812,The Swiss Family Robinson                                                                ,3.9,84477,1785,5 
1208,fiction,122,Stephen King                                                                  ,1990,Four Past Midnight                                                                       ,3.9,81902,1039,11
1209,romance,50,Jennifer Probst                                                               ,2012,"The Marriage Bargain (Marriage to a Billionaire, #1)                                     ",3.8,97589,3917,17
1210,classics,203,L.M. Montgomery                                                               ,1909,"Anne of Avonlea (Anne of Green Gables, #2)                                               ",4.2,108145,3004,5 
1211,classic,90,"Watty Piper, Doris Hauman, George Hauman                                      ",1930,The Little Engine That Could                                                             ,4.2,83488,1033,5 
1212,fiction,59,Karen Joy Fowler                                                              ,2013,We Are All Completely Beside Ourselves                                                   ,3.7,77850,9664,11
1213,science fiction,52,Orson Scott Card                                                              ,1996,"Children of the Mind (Ender's Saga, #4)                                                  ",3.7,81375,2021,25
1214,classics,842,James Joyce                                                                   ,1922,Ulysses                                                                                  ,3.7,86484,5077,5 
1215,young adult,40,Sarah Dessen                                                                  ,1998,Someone Like You                                                                         ,3.9,86678,3553,18
1216,fiction,20,Alan Brennert                                                                 ,2003,Moloka'i                                                                                 ,4.2,81313,7740,11
1217,fantasy,68,Anne Rice                                                                     ,1990,"The Witching Hour (Lives of the Mayfair Witches, #1)                                     ",4.1,87921,2997,10
1218,fiction,40,Frank E. Peretti                                                              ,1986,"This Present Darkness (Darkness, #1)                                                     ",4.2,74070,1576,11
1219,romance,35,Jessica Sorensen                                                              ,2012,"The Coincidence of Callie & Kayden (The Coincidence, #1)                                 ",4.2,101187,6230,17
1220,fiction,50,Lauren Groff                                                                  ,2015,Fates and Furies                                                                         ,3.6,77785,10342,11
1221,fiction,54,Judy Blume                                                                    ,1998,Summer Sisters                                                                           ,3.8,77703,3424,11
1222,fiction,88,"E.B. White, Garth Williams                                                    ",1945,Stuart Little                                                                            ,3.9,90474,2012,11
1223,science fiction,78,Isaac Asimov                                                                  ,1953,"The Foundation Trilogy (Foundation, #1-3)                                                ",4.4,75211,1087,25
1224,science,75,Brian Greene                                                                  ,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate The",4.1,69530,1563,24
1225,fiction,75,"Lemony Snicket, Brett Helquist                                                ",2000,"The Austere Academy (A Series of Unfortunate Events, #5)                                 ",4,103396,2680,11
1226,mystery,70,Janet Evanovich                                                               ,2001,"Seven Up (Stephanie Plum, #7)                                                            ",4.2,98706,1833,15
1227,fantasy,44,Kelley Armstrong                                                              ,2009,"The Awakening (Darkest Powers, #2)                                                       ",4.2,98240,3118,10
1228,fantasy,42,Jim Butcher                                                                   ,2003,"Death Masks (The Dresden Files, #5)                                                      ",4.3,90864,2503,10
1229,fiction,39,Janell Cannon                                                                 ,1993,Stellaluna                                                                               ,4.2,88403,1148,11
1230,fantasy,66,Joe Abercrombie                                                               ,2007,Before They Are Hanged (The First Law #2)                                                ,4.3,77915,2589,10
1231,fiction,48,Nancy Horan                                                                   ,2007,Loving Frank                                                                             ,3.7,77833,8842,11
1232,mystery,57,"Janet Evanovich, Lorelei King                                                 ",2002,"Hard Eight (Stephanie Plum, #8)                                                          ",4.2,97450,1871,15
1233,fiction,62,"Lemony Snicket, Brett Helquist                                                ",2001,"The Vile Village (A Series of Unfortunate Events, #7)                                    ",3.9,95791,1935,11
1234,nonfiction,36,Flora Rheta Schreiber                                                         ,1973,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities              ,4,73855,1271,16
1235,science,93,Carl Sagan                                                                    ,1980,Cosmos                                                                                   ,4.3,81022,1833,24
1236,fiction,60,Chuck Palahniuk                                                               ,2005,Haunted                                                                                  ,3.6,72553,3775,11
1237,fiction,98,Rosamunde Pilcher                                                             ,1987,The Shell Seekers                                                                        ,4.1,77706,2028,11
1238,fiction,53,Dave Eggers                                                                   ,2006,What Is the What                                                                         ,4.2,64740,6741,11
1239,fiction,269,"Gabriel García Márquez, Gregory Rabassa                                       ",1981,Chronicle of a Death Foretold                                                            ,4,81653,3996,11
1240,classic,13,"Ronald Holt, Arthur Conan Doyle                                               ",1891,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)                             ",4.2,65548,538,5 
1241,history,21,"Bill O'Reilly, Martin Dugard                                                  ",2011,Killing Lincoln: The Shocking Assassination that Changed America Forever                 ,4,76669,5847,12
1242,fiction,65,Jhumpa Lahiri                                                                 ,2013,The Lowland                                                                              ,3.8,69268,7249,11
1243,fantasy,89,John Flanagan                                                                 ,2004,"The Ruins of Gorlan (Ranger's Apprentice, #1)                                            ",4.2,91569,5991,10
1244,young adult,56,Laurie Halse Anderson                                                         ,2009,Wintergirls                                                                              ,4,92046,7981,18
1245,fiction,107,John Grisham                                                                  ,2000,The Brethren                                                                             ,3.7,73550,1511,11
1246,fantasy,84,Robin Hobb                                                                    ,1997,"Assassin's Quest (Farseer Trilogy, #3)                                                   ",4.2,82699,2846,10
1247,fiction,146,Ira Levin                                                                     ,1967,Rosemary's Baby                                                                          ,4,84575,2256,11
1248,horror,130,"Stephen King, Peter Straub                                                    ",1984,"The Talisman (The Talisman, #1)                                                          ",4.1,87297,2350,31
1249,fantasy,59,Robert Jordan                                                                 ,1998,"The Path of Daggers (Wheel of Time, #8)                                                  ",3.9,82129,1334,10
1250,fiction,113,Jack Kerouac                                                                  ,1958,The Dharma Bums                                                                          ,3.9,67665,2346,11
1251,fantasy,39,Kelley Armstrong                                                              ,2010,"The Reckoning (Darkest Powers, #3)                                                       ",4.2,96809,3418,10
1252,nonfiction,59,Katherine Boo                                                                 ,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity               ",4,77078,9324,16
1253,classics,162,"P.L. Travers, Mary Shepard                                                    ",1934,"Mary Poppins (Mary Poppins, #1)                                                          ",4,87604,3295,5 
1254,fantasy,48,Scott Lynch                                                                   ,2007,"Red Seas Under Red Skies (Gentleman Bastard, #2)                                         ",4.2,78603,3979,10
1255,fiction,67,Sandra Cisneros                                                               ,1984,The House on Mango Street                                                                ,3.6,86783,6923,11
1256,fiction,72,David Benioff                                                                 ,2008,City of Thieves                                                                          ,4.3,77915,8465,11
1257,romance,56,Jeaniene Frost                                                                ,2007,"Halfway to the Grave (Night Huntress, #1)                                                ",4.2,113610,6298,17
1258,fiction,116,"Roald Dahl, Quentin Blake                                                     ",1980,The Twits                                                                                ,3.9,90334,2733,11
1259,fantasy,66,Garth Nix                                                                     ,2003,"Abhorsen (Abhorsen, #3)                                                                  ",4.3,87330,1798,10
1260,mystery,60,"James Patterson, Peter de Jonge                                               ",2002,The Beach House                                                                          ,3.8,70371,1628,15
1261,fantasy,142,Stephen King                                                                  ,1987,The Eyes of the Dragon                                                                   ,3.9,81649,3048,10
1262,science fiction,116,Frank Herbert                                                                 ,1976,Children of Dune (Dune Chronicles #3)                                                    ,3.9,79736,1374,25
1263,science fiction,55,James S.A. Corey                                                              ,2011,"Leviathan Wakes (The Expanse, #1)                                                        ",4.2,82905,6831,25
1264,fantasy,36,Sarah J. Maas                                                                 ,2015,"Queen of Shadows (Throne of Glass, #4)                                                   ",4.6,114854,14430,10
1265,comics,25,Art Spiegelman                                                                ,1991,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)                        ",4.4,91269,2392,6 
1266,fiction,54,Ezra Jack Keats                                                               ,1962,The Snowy Day                                                                            ,4.1,82700,2282,11
1267,mystery,45,Janet Evanovich                                                               ,2003,"To the Nines (Stephanie Plum, #9)                                                        ",4.2,93412,1786,15
1268,fiction,40,Emily Giffin                                                                  ,2012,Where We Belong                                                                          ,3.9,73648,4986,11
1269,nonfiction,67,Richard   Preston                                                             ,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus                ,4.1,76615,3904,16
1270,fiction,124,"Haruki Murakami, Philip Gabriel                                               ",1999,Sputnik Sweetheart                                                                       ,3.8,75465,4207,11
1271,fiction,72,Elizabeth Gilbert                                                             ,2012,The Signature of All Things                                                              ,3.8,70375,9304,11
1272,nonfiction,38,Lynne Truss                                                                   ,2003,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation                        ",3.9,84132,4230,16
1273,fantasy,56,Kim Harrison                                                                  ,2004,"Dead Witch Walking (The Hollows, #1)                                                     ",4,97097,4184,10
1274,classics,3,"Clement C. Moore, Jan Brett                                                   ",1986,The Night Before Christmas                                                               ,4.4,89843,1509,5 
1275,historical,53,Diana Gabaldon                                                                ,2009,"An Echo in the Bone (Outlander, #7)                                                      ",4.4,85495,5051,12
1276,fantasy,41,Cynthia Hand                                                                  ,2011,"Unearthly (Unearthly, #1)                                                                ",4.1,104023,7458,10
1277,nonfiction,52,Lee Strobel                                                                   ,1988,The Case for Christ                                                                      ,4.1,69643,1377,16
1278,fantasy,53,Robert Jordan                                                                 ,2005,"Knife of Dreams (Wheel of Time, #11)                                                     ",4.1,77436,1410,10
1279,fiction,59,Carl Hiaasen                                                                  ,2002,Hoot                                                                                     ,3.8,82386,3953,11
1280,classics,830,"Virgil, Robert Fitzgerald                                                     ",-17,The Aeneid                                                                               ,3.8,85351,1804,5 
1281,fiction,56,Junot Díaz                                                                    ,2012,This Is How You Lose Her                                                                 ,3.8,72281,6656,11
1282,fiction,127,"Haruki Murakami, Jay Rubin                                                    ",2004,After Dark                                                                               ,3.7,76692,5322,11
1283,fiction,43,Daniel Quinn                                                                  ,1992,Ishmael:A Novel                                                                          ,4,65968,4332,11
1284,young adult,48,Jenny Han                                                                     ,2010,"It's Not Summer Without You (Summer, #2)                                                 ",4.1,84866,4129,18
1285,romance,52,Katie McGarry                                                                 ,2012,"Pushing the Limits (Pushing the Limits, #1)                                              ",4.1,100472,7483,17
1286,fantasy,103,"Kennilworthy Whisp, J.K. Rowling                                              ",2001,Quidditch Through the Ages                                                               ,3.9,106088,3502,10
1287,fiction,19,"Harry Allard, James  Marshall                                                 ",1977,"Miss Nelson Is Missing! (Miss Nelson, #1)                                                ",4.3,77473,1048,11
1288,thriller,109,"Richard Bachman, Stephen King                                                 ",1979,The Long Walk                                                                            ,4.1,79936,3980,28
1289,fiction,66,"Lemony Snicket, Brett Helquist                                                ",2001,"The Ersatz Elevator (A Series of Unfortunate Events, #6)                                 ",4,96706,2322,11
1290,young adult,56,Lois Lowry                                                                    ,2004,"Messenger (The Giver, #3)                                                                ",3.9,89295,6721,18
1291,romance,52,J.R. Ward                                                                     ,2007,"Lover Revealed (Black Dagger Brotherhood, #4)                                            ",4.3,106471,3930,17
1292,horror,22,"Stephen King, Jerry N. Uelsmann                                               ",2005,'Salem's Lot                                                                             ,4.2,74725,482,31
1293,fiction,44,"Trenton Lee Stewart, Carson Ellis                                             ",2007,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)                    ",4.1,93495,8420,11
1294,nonfiction,83,Christopher Hitchens                                                          ,2007,god is Not Great: How Religion Poisons Everything                                        ,4,69948,3989,16
1295,romance,42,Abbi Glines                                                                   ,2013,"Never Too Far (Rosemary Beach, #2; Too Far, #2)                                          ",4.2,103058,5912,17
1296,fiction,97,Michael Crichton                                                              ,2004,State of Fear                                                                            ,3.7,70300,2686,11
1297,young adult,59,Jennifer E. Smith                                                             ,2012,The Statistical Probability of Love at First Sight                                       ,3.8,95856,9595,18
1298,fantasy,80,Jonathan Stroud                                                               ,2004,"The Golem's Eye (Bartimaeus, #2)                                                         ",4.1,74577,1656,10
1299,fiction,40,Tom Robbins                                                                   ,1980,Still Life with Woodpecker                                                               ,4,61511,2462,11
1300,fiction,43,Jenna Blum                                                                    ,2004,Those Who Save Us                                                                        ,4.1,73568,5570,11
1301,thriller,104,John Grisham                                                                  ,2005,The Broker                                                                               ,3.8,69823,2266,28
1302,young adult,56,Beth Revis                                                                    ,2011,"Across the Universe (Across the Universe, #1)                                            ",3.8,100748,9649,18
1303,psychology,94,M. Scott Peck                                                                 ,1978,"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growt",4,66741,1689,
1304,fantasy,40,Jim Butcher                                                                   ,2004,"Blood Rites (The Dresden Files, #6)                                                      ",4.3,86375,2307,10
1305,mystery,56,"Gertrude Chandler Warner, L. Kate Deal                                        ",1942,"The Boxcar Children (The Boxcar Children, #1)                                            ",4.1,95943,2391,15
1306,fiction,65,A.S.A. Harrison                                                               ,2013,The Silent Wife                                                                          ,3.3,72169,7882,11
1307,nonfiction,56,Caitlin Moran                                                                 ,2011,How to Be a Woman                                                                        ,3.7,79028,7362,16
1308,fantasy,39,Sarah J. Maas                                                                 ,2016,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)                               ",4.7,126491,22700,10
1309,biography,56,Keith Richards                                                                ,2010,Life                                                                                     ,3.8,65971,4137,3 
1310,fiction,69,Jhumpa Lahiri                                                                 ,2008,Unaccustomed Earth                                                                       ,4.1,67585,6978,11
1311,fiction,77,Anita Shreve                                                                  ,1998,The Pilot's Wife                                                                         ,3.5,76668,3878,11
1312,fiction,81,Don DeLillo                                                                   ,1985,White Noise                                                                              ,3.9,70218,3908,11
1313,history,68,Stephen E. Ambrose                                                            ,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eag",4.4,70908,2067,12
1314,science,1004,Charles Darwin                                                                ,1859,The Origin of Species                                                                    ,4,74056,1729,24
1315,comics,40,Craig Thompson                                                                ,2003,Blankets                                                                                 ,4.1,72621,5024,6 
1316,fiction,70,David Wroblewski                                                              ,2008,The Story of Edgar Sawtelle                                                              ,3.6,79454,12981,11
1317,fiction,43,Christina Schwarz                                                             ,2000,Drowning Ruth                                                                            ,3.7,70953,2178,11
1318,fiction,131,Charles Bukowski                                                              ,1971,Post Office                                                                              ,4,68408,2766,11
1319,fiction,106,Cormac McCarthy                                                               ,1992,"All the Pretty Horses (The Border Trilogy, #1)                                           ",4,72899,4810,11
1320,classics,117,"Arthur Conan Doyle, Kyle Freeman                                              ",1914,"The Complete Sherlock Holmes, Vol 2                                                      ",4.5,71825,328,5 
1321,manga,46,"Eiichirō Oda, Andy Nakatani                                                   ",1997,"One Piece, Volume 01: Romance Dawn (One Piece, #1)                                       ",4.4,67703,776,20
1322,fantasy,73,Peter S. Beagle                                                               ,1968,"The Last Unicorn (The Last Unicorn, #1)                                                  ",4.2,80619,3358,10
1323,fantasy,98,Angie Sage                                                                    ,2005,"Magyk (Septimus Heap, #1)                                                                ",3.8,91089,4392,10
1324,fiction,27,Laurie Halse Anderson                                                         ,2000,Fever 1793                                                                               ,3.9,83612,4773,11
1325,mystery,56,Tana French                                                                   ,2008,"The Likeness (Dublin Murder Squad, #2)                                                   ",4,80243,6945,15
1326,nonfiction,46,Erik Larson                                                                   ,2015,Dead Wake: The Last Crossing of the Lusitania                                            ,4.1,73006,8719,16
1327,classics,1306,Rudyard Kipling                                                               ,1894,The Jungle Book                                                                          ,3.9,81305,2330,5 
1328,fiction,1,Terry Hayes                                                                   ,2013,"I Am Pilgrim (Pilgrim, #1)                                                               ",4.2,71990,7187,11
1329,poetry,47,"Allen Ginsberg, William Carlos Williams                                       ",1956,Howl and Other Poems                                                                     ,4.1,75329,1255,21
1330,psychology,82,Richard Carlson                                                               ,1997,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little ,4,66962,1260,
1331,humor,51,"Adam Mansbach, Ricardo Cortés                                                 ",2011,Go the Fuck to Sleep                                                                     ,4.3,74744,3235,13
1332,science fiction,107,Douglas Adams                                                                 ,1992,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)                                   ",4,83424,1788,25
1333,biography,30,Walter Isaacson                                                               ,2003,Benjamin Franklin: An American Life                                                      ,4,71804,1386,3 
1334,fiction,59,Téa Obreht                                                                    ,2011,The Tiger's Wife                                                                         ,3.4,76207,9640,11
1335,fantasy,71,Maria V. Snyder                                                               ,2005,"Poison Study (Study, #1)                                                                 ",4.2,108615,9467,10
1336,romance,52,J.R. Ward                                                                     ,2007,"Lover Unbound (Black Dagger Brotherhood, #5)                                             ",4.3,104818,4273,17
1337,fantasy,65,Terry Pratchett                                                               ,2004,"Going Postal (Discworld, #33; Moist von Lipwig, #1)                                      ",4.4,82064,2276,10
1338,nonfiction,343,"Anonymous, Joseph Smith Jr.                                                   ",1830,The Book of Mormon: Another Testament of Jesus Christ                                    ,4.4,66160,5349,16
1339,horror,35,Stephen King                                                                  ,1980,The Mist                                                                                 ,3.9,83240,1440,31
1340,fantasy,30,Jim Butcher                                                                   ,2005,"Dead Beat (The Dresden Files, #7)                                                        ",4.4,84049,2618,10
1341,science fiction,63,Pierce Brown                                                                  ,2015,"Golden Son (Red Rising, #2)                                                              ",4.5,79535,7737,25
1342,fantasy,62,Terry Pratchett                                                               ,2002,"Night Watch (Discworld, #29; City Watch, #6)                                             ",4.5,79117,1670,10
1343,fantasy,117,Terry Pratchett                                                               ,1986,"The Light Fantastic (Discworld, #2; Rincewind #2)                                        ",3.9,88768,2395,10
1344,nonfiction,61,Malcolm Gladwell                                                              ,2009,What the Dog Saw and Other Adventures                                                    ,3.8,70618,3896,16
1345,mystery,12,Karin Slaughter                                                               ,2015,Pretty Girls                                                                             ,4,86626,8964,15
1346,fantasy,60,Joe Abercrombie                                                               ,2008,"Last Argument of Kings (The First Law, #3)                                               ",4.3,73134,2853,10
