book_id,tag_name,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id
3920,fiction,120,Noah Gordon                                                                   ,1986,"The Physician (Cole Family Trilogy, #1)                                                  ",4.3,25952,1369,11
3921,horror,46,"Dean Koontz, Kevin J. Anderson, Scott Brick                                   ",2005,"Prodigal Son (Dean Koontz's Frankenstein, #1)                                            ",4,29075,1403,31
3922,fiction,25,"Jane Yolen, Mark Teague                                                       ",2000,How Do Dinosaurs Say Good Night?                                                         ,4.1,28188,584,11
3923,philosophy,77,"Miyamoto Musashi, Victor Harris                                               ",1645,A Book of Five Rings: The Classic Guide to Strategy                                      ,4.1,24699,959,
3924,horror,49,Dean Koontz                                                                   ,1996,Tick Tock                                                                                ,3.7,27621,839,31
3925,thriller,60,Robert Ludlum                                                                 ,1988,The Icarus Agenda                                                                        ,3.9,24573,129,28
3926,romance,25,Kresley Cole                                                                  ,2010,Demon from the Dark (Immortals After Dark #10)                                           ,4.5,36412,1257,17
3927,romance,39,J.R. Ward                                                                     ,2014,"The King (Black Dagger Brotherhood, #12)                                                 ",4.4,38218,4240,17
3928,fiction,105,Irvin D. Yalom                                                                ,1992,When Nietzsche Wept                                                                      ,4.2,25419,1316,11
3929,fiction,54,Cormac McCarthy                                                               ,1994,"The Crossing (The Border Trilogy, #2)                                                    ",4.1,23936,1526,11
3930,philosophy,447,"Aristotle, J.A.K. Thomson, Jonathan Barnes, Hugh Tredennick                   ",-350,The Nicomachean Ethics                                                                   ,3.9,25469,626,
3931,nonfiction,14,Kyle Idleman                                                                  ,2011,Not a Fan: Becoming a Completely Committed Follower of Jesus                             ,4.2,23506,1042,16
3932,comics,30,Bryan Lee O'Malley                                                            ,2006,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness                            ",4.3,30451,986,6 
3933,nonfiction,34,Mary Roach                                                                    ,2005,Spook: Science Tackles the Afterlife                                                     ,3.6,27737,2306,16
3934,poetry,182,William Blake                                                                 ,1789,Songs of Innocence and of Experience                                                     ,4.1,29506,541,21
3935,romance,50,Lisa Kleypas                                                                  ,2007,"Sugar Daddy (Travises, #1)                                                               ",4,33684,1756,17
3936,fiction,20,"Stan Berenstain, Jan Berenstain                                               ",1983,The Berenstain Bears and the Messy Room                                                  ,4.2,28111,207,11
3937,horror,78,"Richard Bachman, Stephen King                                                 ",2007,Blaze                                                                                    ,3.6,30127,1230,31
3938,fantasy,43,David Eddings                                                                 ,1988,"Demon Lord of Karanda (The Malloreon, #3)                                                ",4,32305,213,10
3939,art,57,"H.W. Janson, Anthony F. Janson                                                ",1962,History of Art                                                                           ,3.8,22534,96,2 
3940,mystery,67,Tess Gerritsen                                                                ,2010,"Ice Cold (Rizzoli & Isles, #8)                                                           ",4.1,30184,1831,15
3941,fiction,80,Bernard Cornwell                                                              ,1995,"The Winter King (The Warlord Chronicles, #1)                                             ",4.3,27374,1166,11
3942,comics,40,Frank Miller                                                                  ,1993,"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)                                      ",4.2,24012,386,6 
3943,young adult,24,Simone Elkeles                                                                ,2007,"Leaving Paradise (Leaving Paradise, #1)                                                  ",4,38657,2292,18
3944,manga,13,Yukiru Sugisaki                                                               ,1997,"D.N.Angel, Vol. 1 (D.N.Angel, #1)                                                        ",4,25424,137,20
3945,thriller,80,David Baldacci                                                                ,1996,Total Control                                                                            ,4.1,26728,663,28
3946,fiction,49,Karl Marlantes                                                                ,2009,Matterhorn                                                                               ,4.2,26574,2664,11
3947,fiction,38,"Trenton Lee Stewart, Diana Sudyka                                             ",2008,The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society,4.2,33844,2145,11
3948,classics,599,"William Shakespeare, Barbara A. Mowat, Paul Werstine                          ",1599,Henry V                                                                                  ,3.9,33067,941,5 
3949,philosophy,355,Aristotle                                                                     ,-350,Politics                                                                                 ,3.9,24041,289,
3950,nonfiction,74,Jordan Belfort                                                                ,2007,The Wolf of Wall Street                                                                  ,3.7,22765,1915,16
3951,nonfiction,55,Dietrich Bonhoeffer                                                           ,1937,The Cost of Discipleship                                                                 ,4.3,24401,807,16
3952,fiction,29,Amor Towles                                                                   ,2016,A Gentleman in Moscow                                                                    ,4.4,46320,7226,11
3953,nonfiction,18,Michelle Alexander                                                            ,2010,The New Jim Crow: Mass Incarceration in the Age of Colorblindness                        ,4.5,27002,3438,16
3954,classic,53,"Knut Hamsun, George Egerton                                                   ",1890,Hunger                                                                                   ,4.1,28142,1932,5 
3955,fiction,28,Cristina Henriquez                                                            ,2014,The Book of Unknown Americans                                                            ,3.9,25028,3233,11
3956,young adult,30,Lauren DeStefano                                                              ,2012,"Fever (The Chemical Garden, #2)                                                          ",3.8,38997,3219,18
3957,mystery,73,Sue Grafton                                                                   ,1985,"B is for Burglar  (Kinsey Millhone, #2)                                                  ",3.8,35653,1233,15
3958,fiction,50,Kate Atkinson                                                                 ,2008,"When Will There Be Good News? (Jackson Brodie, #3)                                       ",4,28875,2637,11
3959,comics,24,"Brian Azzarello, Lee Bermejo                                                  ",2008,The Joker                                                                                ,4,23967,764,6 
3960,fantasy,80,"Sergei Lukyanenko, Andrew Bromfield                                           ",1998,Night Watch (Watch #1)                                                                   ,4,32363,1834,10
3961,fiction,34,Jenny Offill                                                                  ,2014,Dept. of Speculation                                                                     ,3.7,24533,3938,11
3962,fiction,10,Susan Meissner                                                                ,2015,Secrets of a Charmed Life                                                                ,4.2,25643,3102,11
3963,fiction,52,Pat Conroy                                                                    ,1976,The Great Santini                                                                        ,4.1,25196,971,11
3964,fiction,77,Dalton Trumbo                                                                 ,1939,Johnny Got His Gun                                                                       ,4.2,27071,1767,11
3965,mystery,93,Michael Connelly                                                              ,1999,"Angels Flight (Harry Bosch, #6; Harry Bosch Universe, #7)                                ",4.1,30538,1207,15
3966,nonfiction,71,Frank McCourt                                                                 ,2005,"Teacher Man (Frank McCourt, #3)                                                          ",3.7,26183,2065,16
3967,romance,7,Ellen Schreiber                                                               ,2008,"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)                                     ",4.1,25846,480,17
3968,fantasy,41,Eoin Colfer                                                                   ,2012,"The Last Guardian (Artemis Fowl, #8)                                                     ",4.2,36931,1983,10
3969,fiction,129,"Pierre Boulle, Xan Fielding                                                   ",1963,Planet of the Apes                                                                       ,3.9,26274,1025,11
3970,young adult,28,Rachel Caine                                                                  ,2010,"Ghost Town (The Morganville Vampires, #9)                                                ",4.3,33431,1125,18
3971,fiction,23,Belva Plain                                                                   ,1978,Evergreen                                                                                ,4,24231,247,11
3972,nonfiction,5,"Henry T. Blackaby, Claude V. King, Richard Blackaby                           ",1976,"Experiencing God: Knowing and Doing the Will of God, Workbook                            ",4.3,22050,224,16
3973,fiction,43,James Dickey                                                                  ,1970,Deliverance                                                                              ,3.9,25570,978,11
3974,fantasy,45,Anne McCaffrey                                                                ,1977,"Dragonsinger (Harper Hall, #2)                                                           ",4.3,34877,608,10
3975,young adult,24,Cynthia Hand                                                                  ,2013,"Boundless (Unearthly, #3)                                                                ",4.2,38101,3716,18
3976,fiction,47,John Grisham                                                                  ,2016,The Whistler                                                                             ,3.9,38967,3480,11
3977,manga,13,"Katsura Hoshino, Mayumi Kobayashi                                             ",2004,"D.Gray-man, Volume 01                                                                    ",4.2,24060,231,20
3978,science fiction,85,Isaac Asimov                                                                  ,1983,The Robots of Dawn (Robot #3)                                                            ,4.1,29192,840,25
3979,fiction,82,"Ian Caldwell, Dustin Thomason                                                 ",2004,The Rule of Four                                                                         ,3.2,28872,1984,11
3980,romance,30,Jessica Sorensen                                                              ,2013,"The Redemption of Callie & Kayden (The Coincidence, #2)                                  ",4.1,43215,2952,17
3981,comics,6,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Dave Marshall, Gurih",2013,"Avatar: The Last Airbender (The Search, #1)                                              ",4.3,19963,449,6 
3982,mystery,97,Michael Connelly                                                              ,2005,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)                                ",4.1,29798,1229,15
3983,fiction,63,Erin Hunter                                                                   ,2003,"Fire and Ice (Warriors, #2)                                                              ",4.4,32641,1276,11
3984,romance,46,Gena Showalter                                                                ,2009,The Darkest Whisper (Lords of the Underworld #4)                                         ,4.3,36739,1036,17
3985,nonfiction,22,Rob Sheffield                                                                 ,2007,Love Is a Mix Tape                                                                       ,3.8,24597,2403,16
3986,music,28,"Legs McNeil, Gillian McCain                                                   ",1996,Please Kill Me: The Uncensored Oral History of Punk                                      ,4.2,21763,902,30
3987,fiction,8,Marybeth Mayhew Whalen                                                        ,2016,The Things We Wish Were True                                                             ,3.8,29662,2022,11
3988,fiction,48,Arnold Lobel                                                                  ,1976,"Frog and Toad All Year (Frog and Toad, #3)                                               ",4.3,29452,198,11
3989,fantasy,16,R.A. Salvatore                                                                ,1998,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legen",4.3,22287,423,10
3990,fantasy,37,Laurell K. Hamilton                                                           ,2007,"The Harlequin (Anita Blake, Vampire Hunter #15)                                          ",3.9,37781,819,10
3991,fiction,27,Sarah Weeks                                                                   ,2004,So B. It                                                                                 ,4.1,27496,2467,11
3992,science fiction,30,Margaret Peterson Haddix                                                      ,2008,"Found (The Missing, #1)                                                                  ",4,32955,3412,25
3993,fiction,20,Emily Giffin                                                                  ,2016,First Comes Love                                                                         ,3.6,28025,2468,11
3994,nonfiction,22,Jim Carroll                                                                   ,1978,The Basketball Diaries                                                                   ,4,24293,414,16
3995,comics,33,Frank Miller                                                                  ,1996,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)                                     ",4.2,23547,257,6 
3996,fantasy,96,Andrzej Sapkowski                                                             ,1994,"Krew elfów (Saga o Wiedźminie, #3)                                                       ",4.2,29790,1135,10
3997,fiction,40,Rebecca Wells                                                                 ,1992,Little Altars Everywhere                                                                 ,3.5,26559,901,11
3998,fiction,67,Marian Keyes                                                                  ,2002," Angels (Walsh Family, #3)                                                               ",3.7,27576,680,11
3999,fantasy,26,Brandon Mull                                                                  ,2011,"A World Without Heroes (Beyonders, #1)                                                   ",4.1,28479,2513,10
4000,fantasy,43,John Flanagan                                                                 ,2008,"The Kings of Clonmel (Ranger's Apprentice, #8)                                           ",4.3,34595,971,10
4001,horror,42,Joe Hill                                                                      ,2016,The Fireman                                                                              ,3.9,27936,4707,31
4002,young adult,43,Pittacus Lore                                                                 ,2014,"The Revenge of Seven (Lorien Legacies, #5)                                               ",4.3,29754,2460,18
4003,fiction,612,Lew Wallace                                                                   ,1880,Ben-Hur: A Tale of the Christ                                                            ,4,27622,751,11
4004,nonfiction,151,"George Orwell, Lionel Trilling                                                ",1938,Homage to Catalonia                                                                      ,4.1,25881,1500,16
4005,fiction,52,Lolly Winston                                                                 ,2004,Good Grief                                                                               ,3.7,25350,1330,11
4006,fantasy,79,"George R.R. Martin, Gary Gianni                                               ",2013,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)                         ",4.2,29445,2769,10
4007,young adult,24,Melissa de la Cruz                                                            ,2010,"Misguided Angel (Blue Bloods, #5)                                                        ",3.9,34938,1214,18
4008,romance,15,Madeline Sheehan                                                              ,2012,"Undeniable (Undeniable, #1)                                                              ",4.1,44425,4428,17
4009,fiction,57,Candace Bushnell                                                              ,2000,Four Blondes                                                                             ,2.8,23272,943,11
4010,poetry,23,Pam Adams                                                                     ,1973,There Was An Old Lady Who Swallowed A Fly (Classic Books)                                ,4.2,26636,266,21
4011,mystery,27,Robert Bryndza                                                                ,2016,"The Girl In The Ice (Detective Erika Foster, #1)                                         ",4,37924,2987,15
4012,comics,13,"Joss Whedon, Georges Jeanty                                                   ",2007,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)                               ",4,27015,997,6 
4013,nonfiction,34,Anthony Bourdain                                                              ,2010,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook              ,3.7,24355,2102,16
4014,classics,137,L.M. Montgomery                                                               ,1923,"Emily of New Moon (Emily, #1)                                                            ",4.1,34636,1152,5 
4015,classics,175,"Mikhail Bulgakov, Mirra Ginsburg, Mikhail Bulgakov                            ",1925,Heart of a Dog                                                                           ,4.1,25687,1103,5 
4016,fiction,48,John Gardner                                                                  ,1970,Grendel                                                                                  ,3.7,26813,1550,11
4017,fiction,78,Bernard Cornwell                                                              ,2005,"The Pale Horseman (The Saxon Stories, #2)                                                ",4.3,27061,1096,11
4018,science,61,James Gleick                                                                  ,1987,Chaos: Making a New Science                                                              ,4,23320,658,24
4019,comics,41,"Kurt Busiek, Alex Ross                                                        ",1993,Marvels                                                                                  ,4.2,22706,501,6 
4020,fiction,62,Dave Eggers                                                                   ,2012,A Hologram for the King                                                                  ,3.3,22851,2774,11
4021,young adult,40,"Jay Asher, Carolyn Mackler                                                    ",2011,The Future of Us                                                                         ,3.6,36771,5271,18
4022,mystery,53,James Patterson                                                               ,2008,"Cross Country (Alex Cross, #14)                                                          ",3.8,29311,1708,15
4023,romance,14,Kristen Ashley                                                                ,2008,"Rock Chick (Rock Chick, #1)                                                              ",4.2,44989,3368,17
4024,young adult,20,Suzanne Young                                                                 ,2013,"The Program (The Program, #1)                                                            ",4.1,32905,4437,18
4025,mystery,102,Michael Connelly                                                              ,2002,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)                               ",4,29896,1239,15
4026,science fiction,36,Peter F. Hamilton                                                             ,2005,Judas Unchained                                                                          ,4.3,24333,901,25
4027,mystery,66,Alexander McCall Smith                                                        ,2001,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)                        ",4,32422,1507,15
4028,romance,15,Jennifer Echols                                                               ,2009,Going Too Far                                                                            ,3.9,35666,1673,17
4029,fiction,53,Philipp Meyer                                                                 ,2012,The Son                                                                                  ,4,24320,3032,11
4030,romance,28,Sherrilyn Kenyon                                                              ,2007,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)                                      ",4.1,36336,867,17
4031,fiction,27,"Christopher Moore, Oliver Wyman                                               ",1997,Island of the Sequined Love Nun                                                          ,3.8,26364,1243,11
4032,fiction,7,Bryn Greenwood                                                                ,2016,All the Ugly and Wonderful Things                                                        ,4.1,35184,5837,11
4033,young adult,24,Sarah Dessen                                                                  ,2013,The Moon and More                                                                        ,3.6,31583,3020,18
4034,science fiction,53,Robert A. Heinlein                                                            ,1973,Time Enough for Love                                                                     ,4,27482,683,25
4035,cookbooks,4,"Ina Garten, Melanie Acevedo                                                   ",1999,The Barefoot Contessa Cookbook                                                           ,4.2,22566,160,8 
4036,young adult,50,"Kathy Reichs, Brendan Reichs                                                  ",2010,"Virals (Virals, #1)                                                                      ",3.9,32237,2630,18
4037,nonfiction,27,"Laura Schroff, Alex Tresniowski, Valerie Salembier                            ",2010,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive,",4,24873,3581,16
4038,fantasy,3,"P.C. Cast, Kristin Cast                                                       ",2007,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)                              ",4.4,22440,263,10
4039,memoir,22,Rhoda Janzen                                                                  ,2009,Mennonite in a Little Black Dress: A Memoir of Going Home                                ,3.2,27991,4191,14
4040,thriller,72,David Baldacci                                                                ,1998,The Simple Truth                                                                         ,4,25084,567,28
4041,horror,3,Justin Cronin                                                                 ,2016,"The City of Mirrors (The Passage, #3)                                                    ",4.2,26873,3555,31
4042,fiction,52,Beverly Cleary                                                                ,1984,"Ramona Forever (Ramona, #7)                                                              ",4,28091,371,11
4043,nonfiction,12,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Ply",1992,Anne Frank: Beyond the Diary - A Photographic Remembrance                                ,4.2,22852,181,16
4044,fantasy,34,Jacqueline Carey                                                              ,2002,"Kushiel's Chosen (Phèdre's Trilogy, #2)                                                  ",4.3,30505,829,10
4045,romance,8,Chetan Bhagat                                                                 ,2014,Half Girlfriend                                                                          ,3.2,27146,2067,17
4046,comics,7,Gary Larson                                                                   ,1984,The Far Side Gallery 3                                                                   ,4.5,24310,95,6 
4047,fiction,33,Octavia E. Butler                                                             ,1993,"Parable of the Sower (Earthseed, #1)                                                     ",4.1,28283,2689,11
4048,mystery,47,"James Patterson, Maxine Paetro                                                ",2012,"11th Hour (Women's Murder Club, #11)                                                     ",4,29552,1792,15
4049,science fiction,19,"Orson Scott Card, Aaron Johnston                                              ",2012,"Earth Unaware (The First Formic War, #1)                                                 ",3.9,29693,1214,25
4050,nonfiction,48,Pema Chödrön                                                                  ,1996,When Things Fall Apart: Heart Advice for Difficult Times                                 ,4.3,23012,1315,16
4051,fiction,38,Daisy Goodwin                                                                 ,2010,The American Heiress                                                                     ,3.4,28874,3901,11
4052,fiction,62,V.C. Andrews                                                                  ,1984,"Seeds of Yesterday (Dollanganger, #4)                                                    ",3.8,29465,610,11
4053,fiction,4,"Al Dempster, Milt Banta, Golden Books, Walt Disney Company                    ",1948,The Three Little Pigs (Disney Classic)                                                   ,4.2,25545,136,11
4054,art,1,Andy Goldsworthy                                                              ,1990,Andy Goldsworthy: A Collaboration with Nature                                            ,4,20745,105,2 
4055,fiction,37,Denis Johnson                                                                 ,1992,Jesus' Son                                                                               ,4.2,22546,1651,11
4056,thriller,27,Vince Flynn                                                                   ,2012,"The Last Man (Mitch Rapp, #13)                                                           ",4.3,25127,1303,28
4057,fiction,64,Amy Tan                                                                       ,2005,Saving Fish from Drowning                                                                ,3.4,26060,2586,11
4058,fiction,28,Lisa Genova                                                                   ,2012,Love Anthony                                                                             ,3.9,25772,3736,11
4059,business,46,Seth Godin                                                                    ,2003,Purple Cow: Transform Your Business by Being Remarkable                                  ,3.8,26362,862,4 
4060,young adult,56,Rick Yancey                                                                   ,2016,"The Last Star (The 5th Wave, #3)                                                         ",3.6,36016,5377,18
4061,comics,24,"Bryan Lee O'Malley, Steve Buccellato                                          ",2007,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together                                  ",4.3,28873,808,6 
4062,fiction,48,Leon Uris                                                                     ,1970,QB VII                                                                                   ,4.2,25082,321,11
4063,fantasy,19,Jim Butcher                                                                   ,2015,"The Aeronaut's Windlass (The Cinder Spires, #1)                                          ",4.2,25887,3252,10
4064,comics,37,"Alan Moore, Eddie Campbell, Pete Mullins                                      ",1999,From Hell                                                                                ,4.2,26658,1246,6 
4065,romance,67,Nora Roberts                                                                  ,2005,"Black Rose (In the Garden, #2)                                                           ",4,31458,728,17
4066,mystery,39,Lisa Gardner                                                                  ,1997,"The Perfect Husband (Quincy & Rainie, #1)                                                ",4,29902,1209,15
4067,fiction,102,Katherine Neville                                                             ,1988,The Eight (The Eight #1)                                                                 ,3.9,27460,2199,11
4068,fiction,352,Jean Webster                                                                  ,1912,"Daddy-Long-Legs (Daddy-Long-Legs, #1)                                                    ",4.1,28710,2796,11
4069,fantasy,26,Edith Pattou                                                                  ,2003,East                                                                                     ,4.1,32563,1966,10
4070,fantasy,73,Anne McCaffrey                                                                ,1971,"Dragonquest (Pern, #2)                                                                   ",4.1,34688,604,10
4071,philosophy,156,"Sigmund Freud, James Strachey, Peter Gay                                      ",1930,Civilization and Its Discontents                                                         ,3.8,24217,700,
4072,nonfiction,88,James Bowen                                                                   ,2012,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets                ,4,27131,3539,16
4073,romance,32,J. Kenner                                                                     ,2013,"Complete Me (Stark Trilogy, #3)                                                          ",4.2,36155,1570,17
4074,fantasy,29,Robin Hobb                                                                    ,2014,"Fool's Assassin (The Fitz and the Fool, #1)                                              ",4.3,26014,2030,10
4075,comics,21,"Joss Whedon, John Cassaday                                                    ",2004,"Astonishing X-Men, Volume 1: Gifted                                                      ",4.2,22949,532,6 
4076,young adult,36,Melissa Marr                                                                  ,2009,"Fragile Eternity (Wicked Lovely, #3)                                                     ",3.8,38998,1839,18
4077,romance,17,Kristen Ashley                                                                ,2011,"The Gamble (Colorado Mountain, #1)                                                       ",4.3,45047,3132,17
4078,horror,44,Clive Barker                                                                  ,1989,The Great and Secret Show (Book of the Art #1)                                           ,4,25025,546,31
4079,nonfiction,28,Bill Bryson                                                                   ,1990,The Mother Tongue: English and How It Got That Way                                       ,4,26951,1993,16
4080,nonfiction,34,Eric    Weiner                                                                ,2008,The Geography of Bliss: One Grump's Search for the Happiest Places in the World          ,3.8,25025,3099,16
4081,fiction,53,Tom Wolfe                                                                     ,2004,I am Charlotte Simmons                                                                   ,3.4,21580,1891,11
4082,romance,35,Elle Kennedy                                                                  ,2015,"The Mistake (Off-Campus, #2)                                                             ",4.2,43538,4083,17
4083,romance,51,Susan Elizabeth Phillips                                                      ,2005,"Match Me If You Can (Chicago Stars, #6)                                                  ",4.1,35692,1458,17
4084,romance,75,Nora Roberts                                                                  ,2001,"Heaven and Earth (Three Sisters Island, #2)                                              ",4.1,31458,788,17
4085,horror,79,Dean Koontz                                                                   ,1989,The Bad Place                                                                            ,3.9,28135,571,31
4086,romance,27,Tracy Brogan                                                                  ,2012,"Crazy Little Thing (Bell Harbor, #1)                                                     ",3.8,24394,1875,17
4087,young adult,42,Meg Cabot                                                                     ,2005,Avalon High                                                                              ,3.8,39658,2063,18
4088,young adult,35,Stephenie Meyer                                                               ,2011,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)                       ",4.2,25092,851,18
4089,fiction,57,Kristin Hannah                                                                ,2001,Summer Island                                                                            ,4,25494,1215,11
4090,nonfiction,53,Richard J. Foster                                                             ,1978,Celebration of Discipline: The Path to Spiritual Growth                                  ,4.2,24048,696,16
4091,fiction,103,Muriel Spark                                                                  ,1961,The Prime of Miss Jean Brodie                                                            ,3.8,31014,1752,11
4092,young adult,19,Megan McCafferty                                                              ,2001,"Sloppy Firsts (Jessica Darling, #1)                                                      ",3.9,32540,1822,18
4093,young adult,37,Matthew Quick                                                                 ,2013,"Forgive Me, Leonard Peacock                                                              ",3.9,31077,4658,18
4094,fiction,31,Richard Peck                                                                  ,1998,"A Long Way from Chicago (A Long Way from Chicago, #1)                                    ",3.9,28541,2041,11
4095,mystery,68,James Patterson                                                               ,1980,Cradle and All                                                                           ,3.9,27288,835,15
4096,nonfiction,47,Ben Mezrich                                                                   ,2002,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Milli,3.9,19852,1739,16
4097,comics,17,"Mariko Tamaki, Jillian Tamaki                                                 ",2014,This One Summer                                                                          ,3.7,31965,3529,6 
4098,fiction,25,Jennifer Weiner                                                               ,2012,The Next Best Thing                                                                      ,3.5,25699,2539,11
4099,nonfiction,20,Nikki Sixx                                                                    ,2005,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star                          ,4.1,22627,1551,16
4100,fiction,53,Paul Harding                                                                  ,2008,Tinkers                                                                                  ,3.4,25135,4305,11
4101,fantasy,48,Terry Brooks                                                                  ,1991,"The Druid of Shannara (Heritage of Shannara, #2)                                         ",4,26635,216,10
4102,romance,21,Penelope Ward                                                                 ,2014,Stepbrother Dearest                                                                      ,4.1,42254,4577,17
4103,fiction,73,Alan Lightman                                                                 ,1992,Einstein's Dreams                                                                        ,4.1,24322,2520,11
4104,fiction,455,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky                       ",1872,Demons                                                                                   ,4.3,25745,956,11
4105,romance,35,Sherrilyn Kenyon                                                              ,2004,Seize the Night (Dark-Hunter #6)                                                         ,4.4,39269,1209,17
4106,fiction,691,"Fyodor Dostoyevsky, Christian Redl, Philip Dossick, Emanuela Guercetti, Michel",1864,Notes from Underground                                                                   ,4.2,33812,2285,11
4107,fantasy,1,"Andrew Williamson, Andrew Williamson                                          ",2010,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon                                ,4.5,22846,37,10
4108,fiction,93,"Isabel Allende, Margaret Sayers Peden                                         ",2000,Portrait in Sepia                                                                        ,3.9,25203,1123,11
4109,romance,39,Amy Harmon                                                                    ,2013,Making Faces                                                                             ,4.4,42130,6337,17
4110,fiction,142,Vikas Swarup                                                                  ,2005,Q & A                                                                                    ,4,25955,2541,11
4111,mystery,27,Tana French                                                                   ,2016,The Trespasser (Dublin Murder Squad #6)                                                  ,4,29204,3688,15
4112,mystery,38,Donald J. Sobol                                                               ,1963,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)                               ",4,31891,582,15
4113,historical,72,C.J. Sansom                                                                   ,2003,"Dissolution (Matthew Shardlake, #1)                                                      ",4.1,27657,1973,12
4114,young adult,25,Lisi Harrison                                                                 ,2004,"The Clique (The Clique, #1)                                                              ",3.6,28457,2359,18
4115,nonfiction,51,Elizabeth Kolbert                                                             ,2014,The Sixth Extinction: An Unnatural History                                               ,4.1,24757,3053,16
4116,fiction,43,Ben Fountain                                                                  ,2012,Billy Lynn's Long Halftime Walk                                                          ,3.8,24324,3185,11
4117,nonfiction,42,Daniel H. Pink                                                                ,2004,A Whole New Mind: Why Right-Brainers Will Rule the Future                                ,4,21946,1680,16
4118,fantasy,91,Lian Hearn                                                                    ,2002,"Across the Nightingale Floor (Tales of the Otori, #1)                                    ",4.1,28539,1649,10
4119,nonfiction,89,"Stephen Hawking, Leonard Mlodinow                                             ",2005,A Briefer History of Time                                                                ,4.2,22637,888,16
4120,nonfiction,66,Richard Dawkins                                                               ,1986,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design    ,4.1,23415,736,16
4121,romance,73,Nora Roberts                                                                  ,2002,"Face the Fire (Three Sisters Island, #3)                                                 ",4.2,30556,691,17
4122,fiction,17,Ronald H. Balson                                                              ,2010,Once We Were Brothers                                                                    ,4.3,23169,2563,11
4123,fiction,9,"Emily Bleeker, Dan John Miller                                                ",2016,When I'm Gone                                                                            ,3.9,34469,1876,11
4124,horror,55,Dean Koontz                                                                   ,2004,Life Expectancy                                                                          ,4,26398,1578,31
4125,fantasy,18,Cinda Williams Chima                                                          ,2008,"The Dragon Heir (The Heir Chronicles, #3)                                                ",4.1,29869,1067,10
4126,young adult,11,Ellen Hopkins                                                                 ,2010,"Fallout (Crank, #3)                                                                      ",4.3,26362,1448,18
4127,mystery,101,Patricia Cornwell                                                             ,1999,"Black Notice (Kay Scarpetta, #10)                                                        ",3.9,29549,559,15
4128,fiction,13,Emma Donoghue                                                                 ,2016,The Wonder                                                                               ,3.6,32092,4614,11
4129,fiction,33,Alison Weir                                                                   ,2006,Innocent Traitor                                                                         ,3.9,26722,1589,11
4130,fiction,81,John Irving                                                                   ,2001,The Fourth Hand                                                                          ,3.3,24814,968,11
4131,mystery,77,Dennis Lehane                                                                 ,1998,"Gone, Baby, Gone (Kenzie & Gennaro, #4)                                                  ",4.1,27150,1478,15
4132,fantasy,66,Darren Shan                                                                   ,2000,"Tunnels of Blood (Cirque Du Freak, #3)                                                   ",4.1,28733,843,10
4133,fiction,46,Kristin Hannah                                                                ,1999,On Mystic Lake                                                                           ,4,25050,1413,11
