book_id,books_count,authors,original_publication_year,title,average_rating,work_ratings_count,work_text_reviews_count,tag_id,tag_name
4048,47,"James Patterson,Maxine Paetro",2012,11th Hour,4.02,29552,1792,15,Mystery
4049,19,"Orson Scott Card,Aaron Johnston",2012,Earth Unaware,3.91,29693,1214,25,Science Fiction
4051,38,Daisy Goodwin,2010,The American Heiress,3.41,28874,3901,11,Fiction
4056,27,Vince Flynn,2012,The Last Man,4.34,25127,1303,28,Thriller
4057,64,Amy Tan,2005,Saving Fish from Drowning,3.41,26060,2586,11,Fiction
4058,28,Lisa Genova,2012,Love Anthony,3.94,25772,3736,11,Fiction
4059,46,Seth Godin,2003,Purple Cow: Transform Your Business by Being Remarkable,3.78,26362,862,4,Business
4060,56,Rick Yancey,2016,The Last Star,3.64,36016,5377,18,Young Adult
4061,24,"Bryan Lee O`Malley,Steve Buccellato",2007,"Scott Pilgrim,Volume 4: Scott Pilgrim Gets It Together",4.32,28873,808,6,Comics
4063,19,Jim Butcher,2015,The Aeronaut`s Windlass,4.18,25887,3252,10,Fantasy
4065,67,Nora Roberts,2005,Black Rose,4.03,31458,728,17,Romance
4069,26,Edith Pattou,2003,East,4.14,32563,1966,10,Fantasy
4072,88,James Bowen,2012,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,3.96,27131,3539,16,Nonfiction
4073,32,J. Kenner,2013,Complete Me,4.23,36155,1570,17,Romance
4074,29,Robin Hobb,2014,Fool`s Assassin,4.35,26014,2030,10,Fantasy
4075,21,"Joss Whedon,John Cassaday",2004,"Astonishing X-Men,Volume 1: Gifted",4.17,22949,532,6,Comics
4076,36,Melissa Marr,2009,Fragile Eternity,3.83,38998,1839,18,Young Adult
4077,17,Kristen Ashley,2011,The Gamble,4.29,45047,3132,17,Romance
4080,34,Eric    Weiner,2008,The Geography of Bliss: One Grump`s Search for the Happiest Places in the World,3.83,25025,3099,16,Nonfiction
4081,53,Tom Wolfe,2004,I am Charlotte Simmons,3.4,21580,1891,11,Fiction
4082,35,Elle Kennedy,2015,The Mistake,4.15,43538,4083,17,Romance
4083,51,Susan Elizabeth Phillips,2005,Match Me If You Can,4.13,35692,1458,17,Romance
4084,75,Nora Roberts,2001,Heaven and Earth,4.13,31458,788,17,Romance
4086,27,Tracy Brogan,2012,Crazy Little Thing,3.8,24394,1875,17,Romance
4087,42,Meg Cabot,2005,Avalon High,3.8,39658,2063,18,Young Adult
4088,35,Stephenie Meyer,2011,The Twilight Saga: The Official Illustrated Guide,4.23,25092,851,18,Young Adult
4089,57,Kristin Hannah,2001,Summer Island,3.97,25494,1215,11,Fiction
4092,19,Megan McCafferty,2001,Sloppy Firsts,3.94,32540,1822,18,Young Adult
4093,37,Matthew Quick,2013,"Forgive Me,Leonard Peacock",3.93,31077,4658,18,Young Adult
4096,47,Ben Mezrich,2002,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,3.87,19852,1739,16,Nonfiction
4097,17,"Mariko Tamaki,Jillian Tamaki",2014,This One Summer,3.67,31965,3529,6,Comics
4098,25,Jennifer Weiner,2012,The Next Best Thing,3.46,25699,2539,11,Fiction
4099,20,Nikki Sixx,2005,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,4.12,22627,1551,16,Nonfiction
4100,53,Paul Harding,2008,Tinkers,3.37,25135,4305,11,Fiction
4102,21,Penelope Ward,2014,Stepbrother Dearest,4.14,42254,4577,17,Romance
4105,35,Sherrilyn Kenyon,2004,Seize the Night,4.36,39269,1209,17,Romance
4107,1,"Andrew Williamson,Andrew Williamson",2010,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,4.55,22846,37,10,Fantasy
4108,93,"Isabel Allende,Margaret Sayers Peden",2000,Portrait in Sepia,3.93,25203,1123,11,Fiction
4109,39,Amy Harmon,2013,Making Faces,4.36,42130,6337,17,Romance
4110,142,Vikas Swarup,2005,Q & A,3.98,25955,2541,11,Fiction
4111,27,Tana French,2016,The Trespasser,3.98,29204,3688,15,Mystery
4113,72,C.J. Sansom,2003,Dissolution,4.08,27657,1973,12,History
4114,25,Lisi Harrison,2004,The Clique,3.6,28457,2359,18,Young Adult
4115,51,Elizabeth Kolbert,2014,The Sixth Extinction: An Unnatural History,4.09,24757,3053,16,Nonfiction
4116,43,Ben Fountain,2012,Billy Lynn`s Long Halftime Walk,3.81,24324,3185,11,Fiction
4117,42,Daniel H. Pink,2004,A Whole New Mind: Why Right-Brainers Will Rule the Future,3.95,21946,1680,16,Nonfiction
4118,91,Lian Hearn,2002,Across the Nightingale Floor,4.06,28539,1649,10,Fantasy
4119,89,"Stephen Hawking,Leonard Mlodinow",2005,A Briefer History of Time,4.19,22637,888,16,Nonfiction
4121,73,Nora Roberts,2002,Face the Fire,4.15,30556,691,17,Romance
4122,17,Ronald H. Balson,2010,Once We Were Brothers,4.28,23169,2563,11,Fiction
4123,9,"Emily Bleeker,Dan John Miller",2016,When I`m Gone,3.94,34469,1876,11,Fiction
4124,55,Dean Koontz,2004,Life Expectancy,3.98,26398,1578,31,Horror
4125,18,Cinda Williams Chima,2008,The Dragon Heir,4.14,29869,1067,10,Fantasy
4126,11,Ellen Hopkins,2010,Fallout,4.29,26362,1448,18,Young Adult
4128,13,Emma Donoghue,2016,The Wonder,3.65,32092,4614,11,Fiction
4129,33,Alison Weir,2006,Innocent Traitor,3.94,26722,1589,11,Fiction
4130,81,John Irving,2001,The Fourth Hand,3.3,24814,968,11,Fiction
4132,66,Darren Shan,2000,Tunnels of Blood,4.14,28733,843,10,Fantasy
4135,18,Michelle Hodkin,2014,The Retribution of Mara Dyer,4.14,38229,5714,18,Young Adult
4140,26,James L. Swanson,2006,Manhunt: The 12-Day Chase for Lincoln`s Killer,4.12,23262,1993,12,History
4141,71,Cecelia Ahern,2009,The Book of Tomorrow,3.66,28726,2541,11,Fiction
4142,25,Ally Carter,2011,Uncommon Criminals,4.15,36383,2180,18,Young Adult
4143,14,Kasie West,2014,On the Fence,4.04,32599,3716,17,Romance
4144,17,Mark  Edwards,2015,Follow You Home,3.86,28787,2071,15,Mystery
4145,31,Jerry Spinelli,2007,"Love,Stargirl",3.8,32275,2796,18,Young Adult
4146,50,Michelle Moran,2007,Nefertiti,4.07,27885,2234,12,History
4147,24,David McRaney,2011,"You Are Not So Smart: Why You Have Too Many Friends on Facebook,Why Your Memory Is Mostly Fiction,and 46 Other Ways You`re Deluding Yourself",3.85,22226,1402,16,Nonfiction
4150,25,Louise Penny,2013,How the Light Gets In,4.41,28475,3475,15,Mystery
4151,30,John Piper,2003,Don`t Waste Your Life,4.11,20722,597,16,Nonfiction
4152,121,Ildefonso Falcones,2006,La catedral del mar,4.05,25313,1387,11,Fiction
4156,28,Rachel Vincent,2009,My Soul to Take,3.88,37630,2547,18,Young Adult
4158,26,Brodi Ashton,2012,Everneath,3.76,38028,4343,18,Young Adult
4159,27,Janet Evanovich,2009,Plum Spooky,3.77,36564,2097,15,Mystery
4161,9,G. Norman Lippert,2007,James Potter and the Hall of Elders` Crossing,3.78,21423,2457,10,Fantasy
4162,31,Jon Krakauer,2008,Where Men Win Glory: The Odyssey of Pat Tillman,4.03,23444,2574,16,Nonfiction
4164,24,J. Courtney Sullivan,2011,Maine,3.34,26907,3821,11,Fiction
4166,74,Meg Rosoff,2004,How I Live Now,3.58,33294,4131,18,Young Adult
4167,39,Garth Nix,2003,Mister Monday,3.77,30722,1314,10,Fantasy
4168,37,Heather Gudenkauf,2011,These Things Hidden,3.85,28962,3006,28,Thriller
4170,37,"Lili St. Crow,Lilith Saintcrow",2009,Strange Angels,3.78,36155,2089,10,Fantasy
4172,63,Nora Roberts,2009,Black Hills,4.08,28922,1316,17,Romance
4173,48,"Mark Millar,Steve McNiven,Dexter Vines,Morry Hollowell",2006,Civil War: A Marvel Comics Event,4.05,26638,1502,6,Comics
4174,27,"Kim Carpenter,John R. Perry,Krickitt Carpenter",2000,The Vow: The Kim & Krickitt Carpenter Story,3.77,23043,1817,16,Nonfiction
4176,23,Megan Miranda,2016,All the Missing Girls,3.79,42454,4825,15,Mystery
4178,24,Maria Semple,2016,Today Will Be Different,3.19,31086,4530,11,Fiction
4184,16,"Bryan Lee O`Malley,Nathan Fairbairn",2014,Seconds,4.07,27672,2852,6,Comics
4185,14,Tijan,2012,Fallen Crest High,4.13,37807,2472,17,Romance
4192,53,Anne Rice,2001,Blood And Gold,3.88,28635,565,10,Fantasy
4193,18,Rae Carson,2012,The Crown of Embers,4.2,35272,2864,10,Fantasy
4194,23,Tamora Pierce,2000,Page,4.22,36330,591,10,Fantasy
4195,14,Kiera Cass,2014,The Guard,3.75,34837,2017,18,Young Adult
4198,13,Kristen Proby,2012,Fight with Me,4.25,39909,1741,17,Romance
4199,49,Ted Dekker,2003,Black: The Birth of Evil,4.21,25018,1530,11,Fiction
4200,40,N.K. Jemisin,2010,The Hundred Thousand Kingdoms,3.8,32505,3710,10,Fantasy
4203,42,Gena Showalter,2012,Alice in Zombieland,4.05,33340,4689,18,Young Adult
4204,48,Aprilynne Pike,2009,Spells,3.99,36223,1924,10,Fantasy
4207,20,Gordon Korman,2011,The Medusa Plot,4.07,25090,566,15,Mystery
4208,45,Jeanne Birdsall,2005,"The Penderwicks: A Summer Tale of Four Sisters,Two Rabbits,and a Very Interesting Boy",4.12,33898,3757,11,Fiction
4209,40,Nelson DeMille,2010,The Lion,4.22,23628,1051,11,Fiction
4210,46,Karen Marie Moning,2001,Kiss of the Highlander,4.31,34840,1423,17,Romance
4212,78,"Jo Nesbø,Charlotte Barslund",2014,The Son,4.07,25476,2270,15,Mystery
4213,14,"John Layman,Rob Guillory",2009,"Chew,Vol. 1: Taster`s Choice",4,27899,1690,6,Comics
4214,38,Linda Sue Park,2001,A Single Shard,3.87,28532,2059,11,Fiction
4216,30,Christopher Moore,2012,Sacré Bleu: A Comedy d`Art,3.77,25721,3234,11,Fiction
4218,32,Meg Cabot,2008,Queen of Babble Gets Hitched,3.82,29529,841,17,Romance
4223,25,Melissa Marr,2010,Radiant Shadows,3.97,34440,1338,10,Fantasy
4224,14,Kristen Ashley,2012,Motorcycle Man,4.43,45509,3213,17,Romance
4225,26,Amanda Palmer,2014,"The Art of Asking; or,How I Learned to Stop Worrying and Let People Help",3.97,22114,2349,16,Nonfiction
4226,35,Veronica Rossi,2014,Into the Still Blue,4.17,37218,3532,18,Young Adult
4227,39,Ann Brashares,2007,The Last Summer,3.58,27849,2427,11,Fiction
4230,40,D.J. MacHale,2003,The Lost City of Faar,4.16,26256,605,10,Fantasy
4233,25,Shannon Hale,2004,Enna Burning,3.97,33826,3375,10,Fantasy
4234,38,Meg Cabot,2005,Twilight,4.26,34286,979,18,Young Adult
4235,2,أحمد مراد,2014,1919,3.65,17334,2421,12,History
4239,33,Viet Thanh Nguyen,2015,The Sympathizer,4,28424,3889,11,Fiction
4241,18,Joanna Wylde,2013,Reaper`s Property,4.13,46663,3336,17,Romance
4243,47,"Philippa Gregory,Mirjana Valent",2012,The Kingmaker`s Daughter,3.95,28940,2427,12,History
4246,45,Erika Johansen,2015,The Invasion of the Tearling,4.15,29344,3535,10,Fantasy
4249,72,Cecelia Ahern,2006,A Place Called Here,3.66,26438,1616,11,Fiction
4251,48,Anne Rice,2002,Blackwood Farm,3.85,27159,625,10,Fantasy
4253,62,Alexander McCall Smith,2002,The Kalahari Typing School for Men,3.99,30378,1265,15,Mystery
4254,28,Beatriz Williams,2013,A Hundred Summers,3.9,24680,2502,11,Fiction
4255,48,Sabaa Tahir,2016,A Torch Against the Night,4.34,35094,5543,10,Fantasy
4256,25,Gary D. Schmidt,2007,The Wednesday Wars,4.06,28812,4870,11,Fiction
4258,16,Judy Schachner,2003,Skippyjon Jones,4.25,27420,1103,11,Fiction
4259,68,Nora Roberts,2011,Chasing Fire,4.09,29133,1707,17,Romance
4260,116,Brian Tracy,2001,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,3.84,23687,1906,16,Nonfiction
4263,46,James Rollins,2008,The Last Oracle,4.15,24815,746,11,Fiction
4267,15,Shelly Crane,2011,Significance,4.13,37825,2685,17,Romance
4268,109,Robert   Harris,2003,Pompeii,3.79,26679,1800,11,Fiction
4269,38,David Baldacci,2015,The Guilty,4.12,24893,1824,28,Thriller
4274,20,Cupcake Brown,2006,A Piece of Cake,4.15,21149,1916,16,Nonfiction
4276,72,"Douglas Preston,Lincoln Child",2004,Brimstone,4.12,27528,977,15,Mystery
4278,62,Lisa Kleypas,2006,Devil in Winter,4.26,41949,2570,17,Romance
4279,24,Susan Beth Pfeffer,2008,The Dead and the Gone,3.84,31088,2987,18,Young Adult
4280,39,Ted Dekker,2004,White: The Great Pursuit,4.3,23972,597,11,Fiction
4281,41,Gena Showalter,2010,The Darkest Passion,4.37,34290,1155,17,Romance
4282,50,Chuck Palahniuk,2009,Pygmy,2.96,22865,1782,11,Fiction
4283,59,Lauren Weisberger,2013,Revenge Wears Prada: The Devil Returns,2.84,24526,3352,11,Fiction
4285,22,S.C. Gwynne,2010,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches,the Most Powerful Indian Tribe in American History",4.13,22381,2472,12,History
4287,32,"Karen Kingsbury,Gary Smalley",2002,Redemption,4.36,22889,811,11,Fiction
4288,43,Jennifer Donnelly,2003,A Northern Light,3.83,32172,3111,11,Fiction
4292,24,Ross King,2003,Michelangelo and the Pope`s Ceiling,3.82,21258,560,12,History
4293,44,Kelley Armstrong,2002,Stolen,4.16,37977,1393,10,Fantasy
4294,89,David Baldacci,2004,Hour Game,3.94,27822,1289,15,Mystery
4295,49,Louise Penny,2007,The Cruelest Month,4.15,28932,2415,15,Mystery
4297,2,Harry Gregson-Williams,2006,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion,the Witch and The Wardrobe",4.32,17876,187,10,Fantasy
4299,26,Marie Rutkoski,2015,The Winner`s Crime,4.17,37404,5847,10,Fantasy
4300,11,Carolyn Brown,2011,The Ladies` Room,3.9,26003,1741,11,Fiction
4302,7,Jen Lancaster,2008,"Such a Pretty Fat: One Narcissist`s Quest to Discover If Her Life Makes Her Ass Look Big,or Why Pie Is Not the Answer",4.06,25044,1920,16,Nonfiction
4303,53,Erin Hunter,2003,Forest of Secrets,4.4,30595,1038,10,Fantasy
4304,71,Sarah Waters,2009,The Little Stranger,3.51,28814,4267,11,Fiction
4305,23,Patricia Briggs,2014,Night Broken,4.42,38475,3129,10,Fantasy
4306,29,Sara Raasch,2014,Snow Like Ashes,3.98,38315,5410,10,Fantasy
4307,29,Matthew  Thomas,2014,We Are Not Ourselves,3.7,22138,3366,11,Fiction
4308,66,Nora Roberts,2005,Red Lily,4.07,30746,747,17,Romance
4310,69,Bernard Cornwell,2006,Lords of the North,4.32,24501,811,11,Fiction
4312,23,Raine Miller,2013,Eyes Wide Open,4.14,36780,1832,17,Romance
4313,30,Lisa See,2014,China Dolls,3.58,23836,2860,11,Fiction
4314,15,Kate Brian,2005,Megan Meade`s Guide to the McGowan Boys,3.93,30877,1362,18,Young Adult
4317,24,Gregory Maguire,2003,Mirror Mirror,3.27,27358,1529,10,Fantasy
4318,38,Patrick Ness,2013,More Than This,4.03,30720,5247,18,Young Adult
4321,33,Max Barry,2013,Lexicon,3.9,24296,3520,11,Fiction
4322,58,"Candace Bushnell,Donna Murphy",2008,One Fifth Avenue,3.33,23010,1453,11,Fiction
4324,43,Samantha Young,2013,Down London Road,4.24,41573,2935,17,Romance
4325,35,"Robert Kirkman,Charlie Adlard",2005,"The Walking Dead,Vol. 03: Safety Behind Bars",4.31,25864,1033,31,Horror
4329,25,Jonathan Maberry,2010,Rot & Ruin,4.1,28111,3291,18,Young Adult
4331,43,Charles R. Cross,2001,Heavier Than Heaven: A Biography of Kurt Cobain,4.09,20221,777,16,Nonfiction
4334,33,Richard Kadrey,2009,Sandman Slim,3.93,26856,2441,10,Fantasy
4335,52,John Hart,2009,The Last Child,4.09,25587,3369,15,Mystery
4339,43,Colleen Houck,2011,Tiger`s Quest,4.34,31309,2691,10,Fantasy
4340,29,Chloe Neill,2009,Friday Night Bites,4.15,39024,1543,10,Fantasy
4341,67,Tim Harford,2005,The Undercover Economist,3.79,20348,975,16,Nonfiction
4343,41,Anna Godbersen,2008,Rumors,3.85,33468,1772,12,History
4345,83,Meg Cabot,2002,Princess in Waiting,3.66,36292,844,18,Young Adult
4346,15,"Katie J. Davis,Beth Clark",2011,Kisses from Katie: A Story of Relentless Love and Redemption,4.4,22060,2084,16,Nonfiction
4347,36,Kathleen Kent,2008,The Heretic`s Daughter,3.77,28173,3658,11,Fiction
4349,80,Michael Connelly,2002,Chasing the Dime,3.96,25650,748,15,Mystery
4350,24,Claudia Gray,2014,A Thousand Pieces of You,3.94,31985,5563,18,Young Adult
4351,26,Patricia Reilly Giff,2002,Pictures of Hollis Woods,4,24372,1699,11,Fiction
4354,51,Zadie Smith,2012,NW,3.41,23926,2851,11,Fiction
4355,33,Heather Brewer,2007,Eighth Grade Bites,3.92,31398,2604,18,Young Adult
4356,32,Barry Schwartz,2004,The Paradox of Choice: Why More Is Less,3.84,21859,1076,16,Nonfiction
4360,39,Jane Green,2007,Second Chance,3.53,23625,1121,11,Fiction
4362,31,Elin Hilderbrand,2012,Summerland,3.85,24115,1966,11,Fiction
4364,50,"Jack Canfield,Janet Switzer",2004,The Success Principles: How to Get from Where You Are to Where You Want to Be,4.26,20656,632,4,Business
4365,11,Kristen Ashley,2012,Knight,3.94,45320,3331,17,Romance
4366,35,"Alexander Osterwalder,Yves Pigneur",2010,Business Model Generation,4.16,22933,464,4,Business
4367,37,Stephen Greenblatt,2011,The Swerve: How the World Became Modern,3.83,20790,2179,12,History
4369,47,Chuck Palahniuk,2004,Stranger than Fiction,3.56,20204,754,11,Fiction
4370,53,Norman Doidge,2007,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,4.2,22206,1651,16,Nonfiction
4372,38,Barry Lyga,2012,I Hunt Killers,4.02,26849,3349,15,Mystery
4373,20,K. Bromberg,2014,Crashed,4.56,35153,3237,17,Romance
4374,29,J. Ryan Stradal,2015,Kitchens of the Great Midwest,3.77,23667,3661,11,Fiction
4376,44,"Alaa Al Aswany,علاء الأسواني",2007,شيكاجو,3.41,18748,1688,11,Fiction
4377,41,"James Patterson,Maxine Paetro",2013,12th of Never,3.99,26821,1941,15,Mystery
4378,27,Brian  McClellan,2013,Promise of Blood,4.16,24964,1834,10,Fantasy
4379,70,James Rollins,2006,Black Order,4.14,25329,893,28,Thriller
4380,74,Karin Slaughter,2008,Fractured,4.18,27091,1290,15,Mystery
4381,45,Nicola Yoon,2016,The Sun Is Also a Star,4.14,46465,8878,18,Young Adult
4382,31,"James Patterson,David Ellis",2015,The Murder House,4.05,23568,2191,15,Mystery
4384,47,Nick Hornby,2014,Funny Girl,3.37,21589,2787,11,Fiction
4385,49,Edward Rutherfurd,2009,New York,4.1,23926,2442,11,Fiction
4386,21,"V.E. Schwab,Victoria Schwab",2016,A Gathering of Shadows,4.33,35079,6274,10,Fantasy
4387,53,Dean Koontz,2000,From the Corner of His Eye,4,25002,1016,31,Horror
4388,75,"Haruki Murakami,Philip Gabriel,Jay Rubin",2006,"Blind Willow,Sleeping Woman",3.83,23710,1600,11,Fiction
4390,49,Jane Green,2002,To Have and to Hold,3.61,22305,516,11,Fiction
4391,23,Koren Zailckas,2005,Smashed: Story of a Drunken Girlhood,3.5,21089,1181,16,Nonfiction
4392,61,John Irving,2005,Until I Find You,3.61,21984,1438,11,Fiction
4393,35,Bree Despain,2009,The Dark Divine,3.81,34463,2473,18,Young Adult
4394,38,Bill Buford,2006,"Heat: An Amateur`s Adventures as Kitchen Slave,Line Cook,Pasta-Maker,and Apprentice to a Dante-Quoting Butcher in Tuscany",3.89,20010,1818,16,Nonfiction
4397,37,"Marcus Buckingham,Donald O. Clifton",2001,"Now,Discover Your Strengths",3.95,20318,587,4,Business
4398,84,Chris Anderson,2006,The Long Tail: Why the Future of Business is Selling Less of More,3.83,22270,669,4,Business
4400,38,Jane Green,2006,Swapping Lives,3.56,24000,1007,11,Fiction
4401,49,Louise Penny,2008,A Rule Against Murder,4.21,27667,2239,15,Mystery
4402,67,Nora Roberts,2012,The Perfect Hope,4.14,30797,2051,17,Romance
4403,15,Aleatha Romig,2011,Consequences,3.97,35592,5338,17,Romance
4405,30,Tom Angleberger,2010,The Strange Case of Origami Yoda,3.9,23852,2871,11,Fiction
4407,22,Thanhha Lai,2011,Inside Out & Back Again,4.09,27186,4249,11,Fiction
4408,31,Josephine Angelini,2012,Dreamless,4.2,33819,2230,10,Fantasy
4409,7,Abbi Glines,2012,Predestined,4.09,33926,1462,17,Romance
4411,34,Guy Kawasaki,2004,"The Art of the Start: The Time-Tested,Battle-Hardened Guide for Anyone Starting Anything",3.82,18796,404,4,Business
4412,19,"Wes  Moore,Tavis Smiley",2010,"The Other Wes Moore: One Name,Two Fates",3.77,23269,3168,16,Nonfiction
4413,61,Ariana Franklin,2007,Mistress of the Art of Death,3.95,29208,2642,12,History
4417,53,Dan Ariely,2010,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,4,23562,799,16,Nonfiction
4418,15,"Sarah Vowell,Katherine Streeter",2002,The Partly Cloudy Patriot,3.9,23818,1368,16,Nonfiction
4420,32,Greg Iles,2014,Natchez Burning,4.12,23806,3121,11,Fiction
4422,94,Thomas Harris,2006,Hannibal Rising,3.44,25973,1317,31,Horror
4424,24,Sherrilyn Kenyon,2010,Infinity,4.04,34312,2731,10,Fantasy
4425,38,Laurell K. Hamilton,2007,Blood Noir,3.85,34278,939,10,Fantasy
4426,46,Thomas Pynchon,2009,Inherent Vice,3.71,20909,2145,11,Fiction
4428,71,"Guillermo del Toro,Chuck Hogan",2011,The Night Eternal,3.67,23194,1987,10,Fantasy
4430,68,Nora Roberts,2013,Whiskey Beach,3.96,26780,2207,17,Romance
4431,26,Jennifer Weiner,2006,The Guy Not Taken: Stories,3.46,21414,1148,11,Fiction
4432,21,Robert Kirkman,2008,"The Walking Dead,Vol. 08: Made to Suffer",4.47,22799,776,6,Comics
4433,27,Kresley Cole,2010,Pleasure of a Dark Prince,4.41,34474,1080,17,Romance
4436,22,Sara Shepard,2011,Twisted,4.05,25519,1159,11,Fiction
4438,101,Alice Munro,2012,Dear Life: Stories,3.75,24061,3083,11,Fiction
4440,35,Jacqueline Carey,2003,Kushiel`s Avatar,4.37,28363,745,10,Fantasy
4442,16,Rachel Van Dyken,2013,Ruin,4.19,36447,3787,17,Romance
4446,30,Rachel Caine,2009,Fade Out,4.2,34915,854,18,Young Adult
4448,12,Nyrae Dawn,2012,Charade,3.98,36295,2006,17,Romance
4449,19,"Rick Riordan,Haley Riordan",2012,The Demigod Diaries,4.19,32365,1448,10,Fantasy
4450,21,Courtney Cole,2013,If You Stay,3.94,33374,1948,17,Romance
4451,18,"Neil Patrick Harris,David Javerbaum,Antony Hare",2014,Neil Patrick Harris: Choose Your Own Autobiography,3.86,23134,3047,16,Nonfiction
4454,33,Cherie Priest,2009,Boneshaker,3.5,27742,3735,10,Fantasy
4456,56,Lauren Kate,2012,Fallen in Love,3.77,33324,1652,18,Young Adult
4457,14,Raina Telgemeier,2014,Sisters,4.29,29031,3290,6,Comics
4458,32,D.J. MacHale,2003,The Never War,4.12,25245,474,10,Fantasy
4461,24,James S.A. Corey,2015,Nemesis Games,4.37,23686,1605,11,Fiction
4463,17,David Baldacci,2009,First Family,3.98,26455,1692,15,Mystery
4466,23,Katy Evans,2013,Mine,4.29,41080,3107,17,Romance
4467,39,Matthew Dicks,2012,Memoirs of an Imaginary Friend,4.1,24050,4043,11,Fiction
4469,16,Susan Crandall,2013,Whistling Past the Graveyard,4.04,22264,3180,11,Fiction
4470,24,Kresley Cole,2012,Poison Princess,4.14,31742,3753,10,Fantasy
4471,62,Paullina Simons,2003,Tatiana and Alexander,4.3,26207,2067,12,History
4472,33,Brian Staveley,2014,The Emperor`s Blades,4.15,23710,1882,10,Fantasy
4473,67,Monica Ali,2003,Brick Lane,3.38,23469,1572,11,Fiction
4474,72,Sally Green,2014,Half Bad,3.8,33104,5550,10,Fantasy
4479,34,Nalini Singh,2010,Archangel`s Kiss,4.24,39528,1798,17,Romance
4480,14,Rachel Hawkins,2014,Rebel Belle,3.88,31958,5046,10,Fantasy
4481,81,Tess Gerritsen,2006,The Mephisto Club,4.01,27848,1405,15,Mystery
4484,9,"Gene Luen Yang,Bryan Konietzko,Michael Dante DiMartino,Gurihiru",2012,Avatar: The Last Airbender,4.24,19111,608,6,Comics
4488,24,Brandon Sanderson,2012,Legion,4.13,24459,2235,10,Fantasy
4489,11,Holly Madison,2015,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,3.4,20828,2379,16,Nonfiction
4490,52,James Patterson,2011,Kill Alex Cross,4,24714,1499,15,Mystery
4491,26,Nadia Hashimi,2014,The Pearl That Broke Its Shell,4.12,23155,2786,11,Fiction
4492,42,"Scott Westerfeld,Keith Thompson",2010,Behemoth,4.18,31954,2449,18,Young Adult
4493,26,Martha Stout,2005,The Sociopath Next Door,3.75,23035,1896,16,Nonfiction
4494,14,"Brian K. Vaughan,Pia Guerra,Goran Sudžuka,José Marzán Jr.",2006,"Y: The Last Man,Vol. 8: Kimono Dragons",4.22,24131,330,6,Comics
4495,34,Jeff Kinney,2007,Do-It-Yourself Book,4.17,21542,657,11,Fiction
4496,6,Dan Brown,2003,Angels and Demons / The Da Vinci Code,4.19,18765,476,11,Fiction
4497,43,Jennifer Donnelly,2002,The Tea Rose,4.18,25268,2496,12,History
4498,38,Ben Aaronovitch,2011,Moon Over Soho,4.1,28024,2098,10,Fantasy
4499,27,Charles Belfoure,2013,The Paris Architect,3.98,24361,2844,11,Fiction
4500,41,"Morgan Rhodes,Michelle Rowen",2012,Falling Kingdoms,3.83,36097,5702,10,Fantasy
4502,82,"Isabel Allende,Margaret Sayers Peden",2009,Island Beneath the Sea,4.01,24500,2613,11,Fiction
4505,25,Jamie McGuire,2015,Beautiful Redemption,4.15,33443,2745,17,Romance
4507,14,"Brian K. Vaughan,Pia Guerra,José Marzán Jr.",2004,"Y: The Last Man,Vol. 5: Ring of Truth",4.27,24850,418,6,Comics
4508,78,Joanne Harris,2001,Five Quarters of the Orange,3.83,26429,2091,11,Fiction
4509,84,Roberto Bolaño,2004,2666,4.2,22318,2930,11,Fiction
4512,76,David Baldacci,2007,Simple Genius,3.89,26021,1424,11,Fiction
4513,57,Anita Shreve,2004,Light on Snow,3.56,24610,1724,11,Fiction
4514,56,Darren Shan,2001,Vampire Mountain,4.16,25972,665,10,Fantasy
4516,39,"Haruki Murakami,Ted Goossen",2005,The Strange Library,3.55,24836,3995,11,Fiction
4519,40,"Diana L. Paxson,Marion Zimmer Bradley",2004,Ancestors of Avalon,3.89,22025,140,10,Fantasy
4520,71,"Per Petterson,Anne Born",2003,Out Stealing Horses,3.79,22962,3715,11,Fiction
4522,17,"Brian K. Vaughan,Fiona Staples",2015,"Saga,Vol. 5",4.44,30292,2570,6,Comics
4523,29,Brad Thor,2002,The Lions of Lucerne,4.04,22883,1129,28,Thriller
4529,36,"Philip Pullman,Jacob Grimm,Wilhelm Grimm",2012,Fairy Tales from the Brothers Grimm: A New English Version,4.11,18829,812,10,Fantasy
4532,46,Philippa Gregory,2013,The White Princess,3.85,26092,2390,12,History
4536,49,Richard Branson,2011,"Losing My Virginity: How I`ve Survived,Had Fun,and Made a Fortune Doing Business My Way",3.97,28791,844,4,Business
4538,60,Elizabeth Kostova,2010,The Swan Thieves,3.53,26874,3969,11,Fiction
4539,24,Karen Marie Moning,2012,Iced,4.13,32684,4066,10,Fantasy
