title,authors,original_publication_year,average_rating,tag_id,book_id,books_count,work_ratings_count,work_text_reviews_count,tag_name
Cleopatra's Daughter,Michelle Moran,2009,4.11,11,5835,34,20935,2125,Fiction
"Grave Secrets (Temperance Brennan, #5)",Kathy Reichs,2002,3.98,15,5836,71,24302,696,Mystery
"Shattered (The Iron Druid Chronicles, #7)",Kevin Hearne,2014,4.28,10,5837,15,19786,1112,Fantasy
"Zoe's Tale (Old Man's War, #4)",John Scalzi,2008,3.73,11,5838,26,19734,1314,Fiction
"The First Commandment (Scot Harvath, #6)",Brad Thor,2007,4.22,28,5839,30,16540,375,Thriller
The New Best Recipe,"Cook's Illustrated Magazine, John Burgoyne, Carl Tremblay",1995,4.2,8,5841,4,16006,243,Cooking
"The Rose & the Dagger (The Wrath & the Dawn, #2)",Renee Ahdieh,2016,4.2,10,5842,26,29059,5261,Fantasy
The Fold,Peter Clines,2015,3.82,25,5843,9,15688,2044,Science Fiction
The Nature of the Beast (Chief Inspector Armand Gamache #11),Louise Penny,2015,4.21,15,5844,21,18127,2411,Mystery
The Proper Care and Feeding of Husbands,Laura C. Schlessinger,2003,3.71,16,5845,27,14384,1867,Nonfiction
"Green: The Beginning and the End (The Circle, #0)",Ted Dekker,2009,4.03,11,5846,28,17839,609,Fiction
"Black Butler, Vol. 3 (Black Butler, #3)",Yana Toboso,2007,4.53,20,5847,14,17648,226,Manga
"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,2013,4.31,10,5848,16,19317,1119,Fantasy
Daytripper,"Fábio Moon, Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot",2011,4.31,6,5849,24,18567,1725,Comics
"Club Shadowlands (Masters of the Shadowlands, #1)",Cherise Sinclair,2009,3.99,17,5850,10,28000,1612,Romance
The Museum of Innocence,"Orhan Pamuk, Maureen Freely",2008,3.69,11,5851,97,16600,1809,Fiction
The Mothers,Brit Bennett,2016,3.87,11,5852,15,22382,2875,Fiction
"Faking It (Losing It, #2)",Cora Carmack,2013,3.96,17,5854,29,29813,2532,Romance
"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",Jenny Nimmo,2005,3.89,10,5855,29,20593,295,Fantasy
"Accordance (Significance, #2)",Shelly Crane,2011,4.28,17,5856,9,25326,1030,Romance
Bloodrose (Nightshade #3; Nightshade World #6),Andrea Cremer,2012,4.06,18,5857,34,24920,2208,Young Adult
"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",Rachel Renée Russell,2012,4.42,11,5859,41,16142,604,Fiction
"Ramona and Her Mother (Ramona, #5)",Beverly Cleary,1980,4.08,11,5860,56,20989,422,Fiction
"Natural Born Charmer (Chicago Stars, #7)",Susan Elizabeth Phillips,2004,4.15,17,5862,44,27397,1341,Romance
The Woman Warrior,Maxine Hong Kingston,1975,3.72,16,5863,31,19459,1113,Nonfiction
Tales of Ordinary Madness,Charles Bukowski,1978,4,11,5865,54,16573,530,Fiction
"Before Jamaica Lane (On Dublin Street, #3)",Samantha Young,2014,4.35,17,5866,36,31267,2480,Romance
"The Sword of Shannara Trilogy (Shannara, #1-3)",Terry Brooks,1979,3.94,10,5867,19,17560,338,Fantasy
Maybe in Another Life,Taylor Jenkins Reid,2015,3.74,11,5868,18,19583,2716,Fiction
"Carry On, Warrior: Thoughts on Life Unarmed",Glennon Doyle Melton,2013,4.18,16,5869,12,16521,1940,Nonfiction
"The Pagan Stone (Sign of Seven, #3)",Nora Roberts,2008,4.14,17,5871,47,24157,911,Romance
Principle-Centered Leadership,Stephen R. Covey,1991,4.07,4,5873,43,13377,137,Business
"Monster Hunter International (Monster Hunter International, #1)",Larry Correia,2009,4.04,10,5874,15,19850,1755,Fantasy
"The Bitter Kingdom (Fire and Thorns, #3)",Rae Carson,2013,4.23,10,5875,14,26657,2392,Fantasy
"The Teeth of the Tiger (Jack Ryan Universe, #12)",Tom Clancy,2003,3.61,11,5876,63,17510,500,Fiction
"Moreta: Dragonlady of Pern (Pern, #7)",Anne McCaffrey,1983,3.97,10,5877,47,23083,348,Fantasy
Frosty the Snowman (Frosty the Snowman),Diane Muldrow,1992,4.34,5,5878,8,17593,31,Classics
"Preacher, Volume 6: War in the Sun","Garth Ennis, Steve Dillon, Peter Snejbjerg",1999,4.34,6,5879,12,16794,206,Comics
"The Queen of Attolia (The Queen's Thief, #2)",Megan Whalen Turner,2000,4.23,10,5880,30,25299,2400,Fantasy
A Single Man,Christopher Isherwood,1964,4.11,11,5881,63,17537,1305,Fiction
Mortality,Christopher Hitchens,2012,4.12,3,5882,48,16670,1665,Biography
"Icefire (The Last Dragon Chronicles, #2)",Chris d'Lacey,2003,3.9,10,5883,21,20348,576,Fantasy
Norse Mythology,Neil Gaiman,2017,4.12,10,5884,38,39250,5731,Fantasy
Citizen Soldiers: The U. S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany,Stephen E. Ambrose,1997,4.19,12,5885,31,16977,370,History
Honor's Splendour,Julie Garwood,1987,4.22,17,5886,49,23453,672,Romance
Shut Out,Kody Keplinger,2011,3.76,18,5887,19,24590,1737,Young Adult
"Bad Rep (Bad Rep, #1)",A. Meredith Walters,2012,3.91,17,5888,7,24367,1179,Romance
"Valley of Silence (Circle Trilogy, #3)",Nora Roberts,2006,4.2,17,5889,61,23434,748,Romance
"The Prophet of Yonwood (Book of Ember, #3)",Jeanne DuPrau,2006,3.25,18,5890,24,23844,2106,Young Adult
"Hope to Die (Alex Cross, #22)",James Patterson,2014,4.14,15,5891,34,17375,1498,Mystery
"Deep Kiss of Winter (Includes: Immortals After Dark, #8; Alien Huntress, #3.5)","Kresley Cole, Gena Showalter",2009,4.23,17,5892,24,25634,897,Romance
Doll Bones,"Holly Black, Eliza Wheeler",2013,3.7,10,5893,34,19083,3242,Fantasy
"Red Mist (Kay Scarpetta, #19)",Patricia Cornwell,2011,3.75,15,5894,48,19298,1640,Mystery
"I Am Half-Sick of Shadows (Flavia de Luce, #4)",Alan Bradley,2011,4.09,15,5895,42,24365,3049,Mystery
"Wild Man (Dream Man, #2)",Kristen Ashley,2011,4.21,17,5896,20,35090,1994,Romance
Welcome to Night Vale,"Joseph Fink, Jeffrey Cranor",2015,3.87,10,5897,37,20325,3345,Fantasy
Sleeping Beauty: a Little Golden Book (Disney Princess),"Michael Teitelbaum, Walt Disney Company",1986,4.32,5,5898,10,16856,80,Classics
"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,2001,4.08,17,5899,46,28894,1548,Romance
"Dumplin' (Dumplin', #1)",Julie   Murphy,2015,3.87,18,5900,41,23876,4521,Young Adult
Ancillary Mercy (Imperial Radch #3),Ann Leckie,2015,4.2,25,5901,24,17808,1771,Science Fiction
The Darkest Surrender  (Lords of the Underworld #8),Gena Showalter,2011,4.42,17,5902,2,25818,1010,Romance
Danse Macabre,Stephen King,1981,3.62,16,5903,74,20784,571,Nonfiction
"Seducing Cinderella (Fighting for Love, #1)",Gina L. Maxwell,2012,3.94,29,5904,27,31426,1651,Sports
"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",Alexander McCall Smith,2006,4.06,15,5905,51,21851,984,Mystery
The Vagina Monologues,"Eve Ensler, Gloria Steinem",1996,3.86,16,5906,68,21359,1455,Nonfiction
Leota's Garden,Francine Rivers,1999,4.07,11,5909,27,15989,657,Fiction
Not My Daughter,Barbara Delinsky,2009,3.77,11,5910,20,17905,1147,Fiction
The Book of Illusions,Paul Auster,2002,3.89,11,5911,58,16362,899,Fiction
"To Tame a Highland Warrior (Highlander, #2)",Karen Marie Moning,1999,4.14,12,5912,39,27368,1120,History
A Mango-Shaped Space,Wendy Mass,2005,4.22,11,5913,19,21859,2341,Fiction
Quentins,Maeve Binchy,2002,3.88,11,5914,64,19579,728,Fiction
Here's to Us,Elin Hilderbrand,2016,3.73,11,5916,21,18473,1568,Fiction
"Chasing Perfect (Fool's Gold, #1)",Susan Mallery,2010,3.89,17,5917,35,19533,740,Romance
The Debutante Divorcee,Plum Sykes,2006,3.46,11,5918,44,15548,435,Fiction
Life Application Study Bible: NIV,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992,4.67,16,5919,183,14774,270,Nonfiction
"The Wheel of Darkness (Pendergast, #8)","Douglas Preston, Lincoln Child",2007,3.92,28,5920,69,20399,1011,Thriller
"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,2016,3.84,25,5921,41,24115,4369,Science Fiction
Blackmoore,Julianne Donaldson,2013,4.17,17,5922,16,18619,3667,Romance
The Sandman: Endless Nights,"Neil Gaiman, Barron Storey, Bill Sienkiewicz, Glenn Fabry, Dave McKean, P. Craig Russell, Milo Manara, Miguelanxo Prado, Frank Quitely, Todd Klein",2003,4.34,6,5923,22,21560,609,Comics
The First Wives Club,Olivia Goldsmith,1992,3.87,11,5924,33,17754,256,Fiction
The Vanishing Act of Esme Lennox,Maggie O'Farrell,2006,3.82,11,5925,55,20131,3061,Fiction
The Night Watch,Sarah Waters,2006,3.67,11,5926,66,18625,1544,Fiction
"Mightier Than the Sword (The Clifton Chronicles, #5)",Jeffrey Archer,2015,4.09,11,5927,34,16529,1378,Fiction
"Blood Canticle (The Vampire Chronicles, #10)",Anne Rice,2003,3.71,11,5928,49,19549,437,Fiction
Nature Girl,Carl Hiaasen,2006,3.61,11,5929,34,18373,1565,Fiction
Boy's Life,Robert McCammon,1991,4.32,31,5930,36,18250,1818,Horror
Sister of My Heart,Chitra Banerjee Divakaruni,1997,3.97,11,5932,38,15352,1261,Fiction
The Housekeeper and the Professor,"Yōko Ogawa, Stephen Snyder",2003,3.94,11,5933,5,19780,3382,Fiction
"H is for Homicide (Kinsey Millhone, #8)",Sue Grafton,1991,3.89,15,5934,56,23987,598,Mystery
JPod,Douglas Coupland,2006,3.7,11,5935,29,15307,923,Fiction
The Face,Dean Koontz,2003,3.69,31,5936,49,18266,586,Horror
The Ascent of Money: A Financial History of the World,Niall Ferguson,2007,3.88,12,5937,55,16909,1115,History
Food: A Love Story,Jim Gaffigan,2014,3.69,16,5938,12,17998,2636,Nonfiction
The Impossible Knife of Memory,Laurie Halse Anderson,2014,3.93,18,5939,30,22227,3246,Young Adult
"Deliver Us from Evil (A. Shaw, #2)",David Baldacci,2010,3.98,28,5941,46,18990,1128,Thriller
One Last Thing Before I Go,Jonathan Tropper,2009,3.75,11,5942,28,15950,1931,Fiction
"By the Time You Read This, I'll Be Dead","Julie Anne Peters, C.J. Bott",2009,3.89,18,5943,10,19562,1723,Young Adult
The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,2013,3.66,16,5944,16,17672,2507,Nonfiction
"City of Night (Dean Koontz's Frankenstein, #2)","Dean Koontz, Ed Gorman, John Bedford Lloyd",2005,3.97,31,5945,41,18580,732,Horror
"The Quillan Games (Pendragon, #7)",D.J. MacHale,2005,4.19,10,5946,28,18876,329,Fantasy
number9dream,David Mitchell,2001,3.92,11,5947,41,16451,1285,Fiction
Girlfriend in a Coma,Douglas Coupland,1998,3.61,11,5948,33,16315,733,Fiction
"The Green Mile, Part 1: The Two Dead Girls",Stephen King,1996,4.49,31,5949,26,22949,278,Horror
Ella Minnow Pea: A Novel in Letters,Mark Dunn,2001,3.84,11,5950,21,21735,4157,Fiction
"Toll the Hounds (The Malazan Book of the Fallen, #8)",Steven Erikson,2008,4.33,10,5951,27,18457,540,Fantasy
The Bone Garden,Tess Gerritsen,2007,4.02,15,5952,61,20042,1708,Mystery
"Supernova: Ksatria, Puteri, dan Bintang Jatuh",Dee Lestari,2001,3.83,17,5953,11,11445,1190,Romance
A Head Full of Ghosts,Paul Tremblay,2015,3.82,31,5954,23,17843,2933,Horror
Better Than Before: Mastering the Habits of Our Everyday Lives,Gretchen Rubin,2015,3.81,16,5955,37,18727,2163,Nonfiction
"Broken Homes (Peter Grant, #4)",Ben Aaronovitch,2013,4.16,10,5956,21,20466,1716,Fantasy
"The King's Buccaneer (Krondor's Sons, #2)",Raymond E. Feist,1992,3.99,10,5957,34,18177,165,Fantasy
Maya's Notebook,"Isabel Allende, Anne McLean",2011,3.8,11,5958,75,17540,2095,Fiction
"One Crazy Summer (Gaither Sisters, #1)",Rita Williams-Garcia,2010,3.95,11,5959,17,20219,2862,Fiction
"Dragon Haven (Rain Wild Chronicles, #2)",Robin Hobb,2010,4.06,10,5960,26,19418,818,Fantasy
"If You're Reading This, It's Too Late (Secret, #2)","Pseudonymous Bosch, Gilbert Ford",2008,4.23,15,5962,34,19942,878,Mystery
"Moonrise (Warriors: The New Prophecy, #2)",Erin Hunter,2005,4.31,10,5963,35,22182,532,Fantasy
The Wednesday Letters,Jason F. Wright,2007,3.61,11,5964,17,17972,3640,Fiction
"Betrayals (Strange Angels, #2)","Lili St. Crow, Lilith Saintcrow",2009,4.08,10,5965,28,24859,805,Fantasy
You've Been Warned,"James Patterson, Howard Roughan",2007,3.52,15,5966,1,17796,1583,Mystery
"Chasing Vermeer (Chasing Vermeer, #1)","Blue Balliett, Brett Helquist",2004,3.71,15,5967,49,23528,2032,Mystery
The Jesus I Never Knew,Philip Yancey,1995,4.18,16,5968,39,15917,488,Nonfiction
Turning Angel,Greg Iles,2005,4.11,28,5969,56,17992,1076,Thriller
"The Unidentified Redhead (Redhead, #1)",Alice Clayton,2010,4.04,17,5970,19,26971,2194,Romance
"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future","Dav Pilkey, George Beard, Harold Hutchins",2010,4.13,13,5971,15,15210,303,Humor
The Informers,Bret Easton Ellis,1994,3.39,11,5973,21,14674,477,Fiction
"The Queen (The Selection, #0.4)",Kiera Cass,2014,3.93,18,5974,10,24726,1858,Young Adult
"The Devil Colony (Sigma Force, #7)",James Rollins,2010,4.17,28,5975,40,18589,1026,Thriller
"The Walking Dead, Vol. 12: Life Among Them","Robert Kirkman, Charlie Adlard",2010,4.34,6,5976,24,17155,472,Comics
"Some Luck (Last Hundred Years: A Family Saga, #1)",Jane Smiley,2014,3.61,11,5977,20,15268,2319,Fiction
Pedagogy of the Oppressed,"Paulo Freire, Myra Bergman Ramos, Donaldo Macedo, Richard Shaull",1968,4.25,16,5978,59,17491,939,Nonfiction
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars, #4)",Ian Doescher,2013,3.94,25,5979,7,15312,1966,Science Fiction
Identity Crisis,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004,4.03,6,5980,19,17429,588,Comics
"Unspoken (The Lynburn Legacy, #1)",Sarah Rees Brennan,2012,3.85,10,5981,18,24419,3363,Fantasy
"Rama II (Rama, #2)","Arthur C. Clarke, Gentry Lee",1989,3.66,25,5982,56,17781,475,Science Fiction
The Gospel According to Jesus Christ,José Saramago,1991,4.26,11,5983,119,16608,953,Fiction
"Who Could That Be at This Hour? (All the Wrong Questions, #1)","Lemony Snicket, Seth",2012,3.83,15,5984,44,18961,2123,Mystery
"The Calling (Darkness Rising, #2)",Kelley Armstrong,2012,4.1,10,5985,19,27424,1731,Fantasy
Avatar: The Last Airbender: The Lost Adventures,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",2011,4.41,6,5986,5,14401,302,Comics
Hidden,Catherine McKenzie,2013,3.44,11,5987,15,14647,1277,Fiction
"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",Jessica Day George,2009,3.92,10,5989,10,28183,3319,Fantasy
الطنطورية,"Radwa Ashour, رضوى عاشور",2010,4.32,11,5990,11,15595,3008,Fiction
Miss Rumphius,Barbara Cooney,1981,4.45,11,5991,31,20913,745,Fiction
Ball Four,Jim Bouton,1970,3.99,16,5992,30,13853,573,Nonfiction
"Fables, Vol. 3: Storybook Love","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,4.15,6,5993,17,25171,791,Comics
Aura,Carlos Fuentes,1962,3.8,11,5994,51,14991,1032,Fiction
The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner,1985,4.02,16,5995,41,15280,481,Nonfiction
A Random Walk Down Wall Street,Burton G. Malkiel,1973,4.05,16,5996,49,15068,537,Nonfiction
Forget You,Jennifer Echols,2010,3.79,17,5997,14,24795,1311,Romance
"Wanted (Wanted, #1)",Kelly Elliott,2012,3.98,17,5998,10,25987,1781,Romance
Marathon Man,William Goldman,1974,4.11,11,5999,28,16439,323,Fiction
The Apothecary's Daughter,Julie Klassen,2008,3.79,11,6000,16,19946,1916,Fiction
"Rock the Heart (Black Falcon, #1)",Michelle A. Valentine,2012,4.01,17,6001,10,29249,1464,Romance
"Bearing an Hourglass (Incarnations of Immortality, #2)",Piers Anthony,1984,3.94,10,6002,19,19335,407,Fantasy
"Providence (Providence, #1)",Jamie McGuire,2010,4,17,6004,18,25209,1786,Romance
"The Source of Magic (Xanth, #2)",Piers Anthony,1979,3.86,10,6005,28,20720,321,Fantasy
"Days with Frog and Toad (Frog and Toad, #4)",Arnold Lobel,1979,4.24,11,6006,37,16446,218,Fiction
"Cities of the Plain (The Border Trilogy, #3)",Cormac McCarthy,1996,4.07,11,6007,53,15701,898,Fiction
"Captive Prince (Captive Prince, #1)",C.S. Pacat,2015,3.98,10,6008,29,28810,3900,Fantasy
"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner,2006,4.37,10,6009,23,24349,2029,Fantasy
"Disney after Dark (Kingdom Keepers, #1)","Ridley Pearson, David Frankland",2004,3.91,10,6010,31,20906,2224,Fantasy
What Do You Care What Other People Think?,Richard Feynman,1988,4.28,24,6011,53,16457,638,Science
Skippy Dies,Paul Murray,2010,3.72,11,6012,34,17350,2246,Fiction
"The Honor of the Queen (Honor Harrington, #2)",David Weber,1993,4.21,25,6013,31,20256,525,Science Fiction
"My Sweet Audrina (Audrina, #1)",V.C. Andrews,1982,3.92,11,6014,46,19602,844,Fiction
"The Atlantis World (The Origin Mystery, #3)",A.G. Riddle,2014,3.93,25,6015,25,16826,792,Science Fiction
"Embrace (The Violet Eden Chapters, #1)",Jessica Shirvington,2010,4.01,10,6016,30,22870,1929,Fantasy
"Angels in America, Part One: Millennium Approaches",Tony Kushner,1992,4.27,11,6018,8,16949,275,Fiction
My Best Friend's Girl,Dorothy Koomson,2006,4.02,11,6019,39,17072,999,Fiction
"Dreaming of You (The Gamblers, #2)",Lisa Kleypas,1994,4.22,17,6020,40,26389,1161,Romance
Comfort Me with Apples: More Adventures at the Table,Ruth Reichl,2001,4.02,16,6021,24,16748,936,Nonfiction
"Almost Heaven (Sequels, #3)",Judith McNaught,1989,4.33,17,6023,42,21414,657,Romance
Three Day Road,Joseph Boyden,2005,4.31,11,6024,30,16318,1384,Fiction
"Trust in Me (Wait for You, #1.5)","J. Lynn, Jennifer L. Armentrout",2013,4.27,17,6026,15,28866,1990,Romance
"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)","Masashi Kishimoto, Frances Wall",2002,4.5,20,6027,26,15408,110,Manga
One Summer,David Baldacci,2011,3.72,11,6028,39,18722,2542,Fiction
"Whitney, My Love (Westmoreland, #2)",Judith McNaught,1985,4.19,12,6029,57,24947,1543,History
Train to Pakistan,Khushwant Singh,1956,3.85,11,6030,31,14099,847,Fiction
Jasper Jones,Craig Silvey,2009,4.06,11,6031,44,18235,2063,Fiction
The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,2007,4.27,16,6032,40,17543,1600,Nonfiction
A Brief History of Seven Killings,Marlon James,2014,3.86,11,6033,45,17119,2753,Fiction
Hold Still,Nina LaCour,2009,3.99,18,6034,16,17546,1440,Young Adult
The Prize,Julie Garwood,1991,4.22,17,6035,40,22569,494,Romance
The Middlesteins,Jami Attenberg,2012,3.42,11,6036,31,17436,2184,Fiction
Capital in the Twenty-First Century,"Thomas Piketty, Arthur Goldhammer",2013,4.01,16,6037,68,15081,1363,Nonfiction
Flyboys: A True Story of Courage,James D. Bradley,2003,4.15,12,6038,42,14908,985,History
Eloise,"Kay Thompson, Hilary Knight",1955,4.2,11,6039,29,20379,440,Fiction
"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,2013,4.19,10,6040,55,19372,3067,Fantasy
Summer House with Swimming Pool,Herman Koch,2011,3.39,11,6041,71,16728,2240,Fiction
True History of the Kelly Gang,Peter Carey,2000,3.8,11,6042,65,15928,839,Fiction
"Get Shorty (Chili Palmer, #1)",Elmore Leonard,1990,3.95,11,6043,53,16863,505,Fiction
"One Tiny Lie (Ten Tiny Breaths, #2)",K.A. Tucker,2013,4.3,17,6044,23,28593,2147,Romance
Genius: The Life and Science of Richard Feynman,James Gleick,1992,4.16,24,6046,21,15508,329,Science
Honolulu,Alan Brennert,2009,4.02,11,6047,15,17383,2019,Fiction
Full Moon Rising (Riley Jenson Guardian #1),Keri Arthur,2006,3.89,10,6048,33,27537,1193,Fantasy
Bridge of Sighs,Richard Russo,2007,3.79,11,6049,29,18274,2439,Fiction
Winter Solstice,Rosamunde Pilcher,2000,4.15,11,6050,53,17427,1076,Fiction
"United We Spy (Gallagher Girls, #6)",Ally Carter,2013,4.44,18,6051,27,24587,2173,Young Adult
"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",Rachel Caine,2009,4.36,18,6052,4,17403,360,Young Adult
"Raven's Gate (The Gatekeepers, #1)",Anthony Horowitz,2005,3.9,10,6053,58,20257,1201,Fantasy
Wolf in White Van,John Darnielle,2014,3.72,11,6054,30,16180,2354,Fiction
"Bloody Valentine (Blue Bloods, #5.5)",Melissa de la Cruz,2010,3.98,18,6056,21,20966,713,Young Adult
The Heart of a Woman,Maya Angelou,1981,4.19,16,6057,33,16862,407,Nonfiction
"Chrzest ognia (Saga o Wiedźminie, #5)",Andrzej Sapkowski,1996,4.36,10,6058,69,19382,517,Fantasy
"Alex Cross's Trial (Alex Cross, #15)","James Patterson, Richard DiLallo",2009,3.92,15,6059,30,19762,1422,Mystery
Sway: The Irresistible Pull of Irrational Behavior,"Ori Brafman, Rom Brafman",2008,3.75,16,6060,26,15202,894,Nonfiction
Waking Up: A Guide to Spirituality Without Religion,Sam Harris,2014,3.87,16,6062,30,15579,1113,Nonfiction
The Rape of Nanking,Iris Chang,1997,4.08,12,6064,44,17903,1352,History
Why Evolution Is True,Jerry A. Coyne,2008,4.15,16,6065,34,15439,699,Nonfiction
Brokeback Mountain,Annie Proulx,1997,3.93,11,6066,19,21992,1616,Fiction
"Nobody's Baby But Mine (Chicago Stars, #3)",Susan Elizabeth Phillips,1997,4.06,17,6067,55,28856,1397,Romance
Keep Quiet,Lisa Scottoline,2014,3.76,11,6068,22,15971,2045,Fiction
Sons of Fortune,Jeffrey Archer,2002,3.83,11,6069,46,14757,481,Fiction
The Solitaire Mystery: A Novel About Family and Destiny,"Jostein Gaarder, Sarah Jane Hails",1990,4.16,22,6070,100,16872,1032,Philisophy
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,2013,4.04,16,6071,26,30862,2647,Nonfiction
Rumour Has It,Jill Mansell,2009,3.83,17,6072,29,18306,647,Romance
Dragon Tears,Dean Koontz,1993,3.72,31,6073,54,18455,423,Horror
Surface Detail (Culture #9),Iain M. Banks,2010,4.22,25,6074,21,17865,853,Science Fiction
"The Mating  (Law of the Lycans, #2)",Nicky Charles,2010,4.02,17,6075,8,23614,2068,Romance
"The Gates of Rome (Emperor, #1)",Conn Iggulden,2002,4.16,11,6076,71,16637,731,Fiction
"Rat Queens, Vol. 1: Sass & Sorcery","Kurtis J. Wiebe, Roc Upchurch",2014,4.2,6,6077,9,25295,2863,Comics
"Curtain (Hercule Poirot, #39)",Agatha Christie,1975,4.05,15,6078,178,22020,1080,Mystery
"Grass for His Pillow (Tales of the Otori, #2)",Lian Hearn,2003,4.01,10,6079,78,18061,536,Fantasy
"Swallowing Darkness (Merry Gentry, #7)",Laurell K. Hamilton,2008,4.13,10,6080,25,25213,685,Fantasy
"The Fixed Trilogy (Fixed, #1-3)",Laurelin Paige,2014,4.35,17,6081,5,18169,1125,Romance
California,Edan Lepucki,2014,3.22,11,6082,18,16064,2643,Fiction
Guards! Guards!: The Play,"Stephen Briggs, Terry Pratchett",1992,4.35,10,6083,5,15126,40,Fantasy
The Pigeon Finds a Hot Dog!,Mo Willems,2004,4.35,13,6084,16,20790,720,Humor
"Aftermath (Star Wars: Aftermath, #1)",Chuck Wendig,2015,3.15,25,6085,30,16440,2499,Science Fiction
"Vampireville (Vampire Kisses, #3)",Ellen Schreiber,2006,3.92,18,6086,28,22429,503,Young Adult
Mrs. Lincoln's Dressmaker,Jennifer Chiaverini,2013,3.41,11,6088,13,18509,2851,Fiction
الرحيق المختوم,Safiy al-Rahman al-Mubarakfuri,1979,4.57,16,6089,88,13177,1141,Nonfiction
The Baker's Daughter,Sarah McCoy,2012,3.94,11,6090,31,16884,1906,Fiction
"The Shadows (Black Dagger Brotherhood, #13)",J.R. Ward,2015,4.29,17,6091,30,23375,3099,Romance
Little Red Riding Hood,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",1983,4.11,5,6092,8,19453,507,Classics
"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",Dav Pilkey,1999,3.99,11,6093,47,26970,623,Fiction
Ghost Boy,"Martin Pistorius, Megan Lloyd Davies",2011,3.96,16,6094,47,14474,1675,Nonfiction
Essentialism: The Disciplined Pursuit of Less,Greg McKeown,2014,3.99,16,6095,29,18644,1919,Nonfiction
"Wideacre  (The Wideacre Trilogy, #1)",Philippa Gregory,1987,3.28,11,6096,37,18758,1581,Fiction
The Magic Finger (Young Puffin Developing Reader),"Roald Dahl, Quentin Blake",1966,3.66,11,6097,89,21939,1150,Fiction
"If I Were You (Inside Out, #1)",Lisa Renee Jones,2012,4.14,17,6098,32,23978,2354,Romance
"Beautifully Damaged (Beautifully Damaged, #1)",L.A. Fiore,2012,3.99,17,6099,11,27919,1755,Romance
"Wethering the Storm (The Storm, #2)",Samantha Towle,2013,4.33,17,6100,17,29110,1935,Romance
"Forever Black (Forever, #1)",Sandi Lynn,2013,3.99,17,6103,13,27415,1840,Romance
Arcadia,Lauren Groff,2012,3.65,11,6105,23,16274,2444,Fiction
The Swans of Fifth Avenue,Melanie Benjamin,2016,3.58,11,6107,18,17953,2518,Fiction
"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)","CLAMP, Maria Simpson",1996,4.3,20,6108,18,18004,206,Manga
"Size 14 Is Not Fat Either (Heather Wells, #2)",Meg Cabot,2006,3.83,15,6109,34,25006,1042,Mystery
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,2011,4.31,8,6110,4,19416,370,Cooking
"Defiance (Significance, #3)",Shelly Crane,2011,4.31,17,6111,10,22889,833,Romance
Gorillas in the Mist,Dian Fossey,1983,4.16,16,6112,25,16880,164,Nonfiction
A Case of Need,"Jeffery Hudson, Michael Crichton",1968,3.6,11,6113,57,16047,563,Fiction
The Love Affairs of Nathaniel P.,Adelle Waldman,2013,3.3,11,6114,34,14296,1875,Fiction
"Revealed (House of Night, #11)","P.C. Cast, Kristin Cast",2013,3.81,18,6115,39,21187,1444,Young Adult
We're All Damaged,Matthew Norman,2016,3.85,11,6116,10,16488,1374,Fiction
"Sworn to Silence (Kate Burkholder, #1)",Linda Castillo,2009,4,15,6117,42,20424,2416,Mystery
"Magic Breaks (Kate Daniels, #7)",Ilona Andrews,2014,4.52,10,6118,12,27458,2303,Fantasy
